anomaly,category name,round,heat,couple,criteria,stdev,threshold,raw data
,Rock'n'Roll-Beginners,Final,1,214,DF,1.29,2.0,"[12.5, 11.25, 10.0, 8.75, 11.25, 10.0, 12.5]"
yes,Rock'n'Roll-Beginners,Final,1,214,CO,2.05,2.0,"[10.0, 8.0, 6.0, 5.0, 10.0, 8.0, 11.0]"
,Rock'n'Roll-Beginners,Final,1,214,FM,0.99,1.6,"[6.5, 8.5, 5.0, 6.5, 7.5, 6.5, 6.5]"
,Rock'n'Roll-Beginners,Final,1,214,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Beginners,Final,1,214,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,Rock'n'Roll-Beginners,Final,2,508,DF,2.56,2.0,"[12.5, 7.5, 11.25, 8.75, 10.0, 7.5, 15.0]"
yes,Rock'n'Roll-Beginners,Final,2,508,CO,2.25,2.0,"[9.0, 6.0, 9.0, 5.0, 7.0, 6.0, 12.0]"
,Rock'n'Roll-Beginners,Final,2,508,FM,1.33,1.6,"[6.5, 6.5, 2.5, 5.0, 5.0, 5.0, 6.5]"
,Rock'n'Roll-Beginners,Final,2,508,sm,0.7,2.3,"[0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0]"
,Rock'n'Roll-Beginners,Final,2,508,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,Rock'n'Roll-Beginners,Final,3,155,DF,2.45,2.0,"[11.25, 8.75, 8.75, 10.0, 12.5, 5.0, 6.25]"
,Rock'n'Roll-Beginners,Final,3,155,CO,1.39,2.0,"[10.0, 8.0, 6.0, 6.0, 7.0, 6.0, 8.0]"
,Rock'n'Roll-Beginners,Final,3,155,FM,1.13,1.6,"[5.0, 5.0, 2.5, 5.0, 5.0, 2.5, 5.0]"
,Rock'n'Roll-Beginners,Final,3,155,sm,1.46,2.3,"[-8.0, -10.0, -6.0, -6.0, -6.0, -6.0, -6.0]"
,Rock'n'Roll-Beginners,Final,3,155,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,Rock'n'Roll-Beginners,Final,4,7,DF,2.4,2.0,"[11.25, 7.5, 12.5, 7.5, 8.75, 6.25, 12.5]"
,Rock'n'Roll-Beginners,Final,4,7,CO,1.88,2.0,"[10.0, 10.0, 6.0, 6.0, 9.0, 6.0, 10.0]"
yes,Rock'n'Roll-Beginners,Final,4,7,FM,1.79,1.6,"[6.5, 6.5, 2.5, 2.5, 5.0, 2.5, 2.5]"
,Rock'n'Roll-Beginners,Final,4,7,sm,0.7,2.3,"[0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0]"
,Rock'n'Roll-Beginners,Final,4,7,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,1,60,DF,0.94,2.0,"[12.5, 10.0, 10.0, 11.25, 11.25, 11.25, 12.5]"
,Rock'n'Roll-Juveniles,First round,1,60,CO,1.07,2.0,"[9.0, 7.0, 6.0, 8.0, 9.0, 8.0, 9.0]"
,Rock'n'Roll-Juveniles,First round,1,60,FM,0.45,1.6,"[7.5, 7.5, 6.5, 7.5, 7.5, 7.5, 6.5]"
,Rock'n'Roll-Juveniles,First round,1,60,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,1,60,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,1,491,DF,1.73,2.0,"[18.75, 17.5, 18.75, 15.0, 18.75, 21.25, 18.75]"
,Rock'n'Roll-Juveniles,First round,1,491,CO,1.58,2.0,"[12.0, 12.0, 11.0, 10.0, 12.0, 14.0, 15.0]"
,Rock'n'Roll-Juveniles,First round,1,491,FM,0.45,1.6,"[9.5, 10.0, 9.5, 8.5, 9.0, 9.5, 9.0]"
,Rock'n'Roll-Juveniles,First round,1,491,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,1,491,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,2,114,DF,0.94,2.0,"[12.5, 11.25, 11.25, 11.25, 12.5, 10.0, 10.0]"
,Rock'n'Roll-Juveniles,First round,2,114,CO,1.07,2.0,"[8.0, 10.0, 8.0, 6.0, 8.0, 8.0, 8.0]"
,Rock'n'Roll-Juveniles,First round,2,114,FM,0.73,1.6,"[7.5, 8.5, 6.5, 6.5, 6.5, 6.5, 6.5]"
,Rock'n'Roll-Juveniles,First round,2,114,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,2,114,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,2,182,DF,1.97,2.0,"[12.5, 11.25, 7.5, 7.5, 7.5, 10.0, 11.25]"
,Rock'n'Roll-Juveniles,First round,2,182,CO,1.59,2.0,"[9.0, 6.0, 7.0, 5.0, 7.0, 8.0, 10.0]"
,Rock'n'Roll-Juveniles,First round,2,182,FM,0.68,1.6,"[6.5, 6.5, 5.0, 5.0, 6.5, 6.5, 6.5]"
,Rock'n'Roll-Juveniles,First round,2,182,sm,0.9,2.3,"[0.0, -2.0, 0.0, 0.0, 0.0, 0.0, -2.0]"
,Rock'n'Roll-Juveniles,First round,2,182,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,3,78,DF,1.62,2.0,"[13.75, 13.75, 16.25, 11.25, 16.25, 15.0, 15.0]"
,Rock'n'Roll-Juveniles,First round,3,78,CO,1.41,2.0,"[10.0, 9.0, 9.0, 8.0, 12.0, 10.0, 12.0]"
,Rock'n'Roll-Juveniles,First round,3,78,FM,0.49,1.6,"[8.5, 9.0, 8.5, 7.5, 9.0, 9.0, 8.5]"
,Rock'n'Roll-Juveniles,First round,3,78,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,3,78,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,3,153,DF,1.99,2.0,"[11.25, 7.5, 8.75, 7.5, 11.25, 7.5, 12.5]"
,Rock'n'Roll-Juveniles,First round,3,153,CO,1.39,2.0,"[9.0, 7.0, 8.0, 5.0, 9.0, 7.0, 9.0]"
,Rock'n'Roll-Juveniles,First round,3,153,FM,0.95,1.6,"[6.5, 7.5, 5.0, 6.5, 7.5, 5.0, 6.5]"
,Rock'n'Roll-Juveniles,First round,3,153,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,3,153,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,4,149,DF,1.64,2.0,"[10.0, 8.75, 12.5, 8.75, 8.75, 8.75, 12.5]"
,Rock'n'Roll-Juveniles,First round,4,149,CO,1.03,2.0,"[8.0, 8.0, 7.0, 6.0, 6.0, 7.0, 9.0]"
yes,Rock'n'Roll-Juveniles,First round,4,149,FM,1.64,1.6,"[7.5, 2.5, 7.5, 5.0, 5.0, 5.0, 6.5]"
,Rock'n'Roll-Juveniles,First round,4,149,sm,1.28,2.3,"[-4.0, -2.0, -4.0, -2.0, -2.0, 0.0, -2.0]"
,Rock'n'Roll-Juveniles,First round,4,149,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,4,430,DF,1.86,2.0,"[13.75, 16.25, 17.5, 16.25, 17.5, 17.5, 12.5]"
,Rock'n'Roll-Juveniles,First round,4,430,CO,1.46,2.0,"[10.0, 10.0, 10.0, 10.0, 12.0, 14.0, 12.0]"
,Rock'n'Roll-Juveniles,First round,4,430,FM,0.73,1.6,"[8.5, 10.0, 9.5, 9.0, 9.0, 9.0, 7.5]"
,Rock'n'Roll-Juveniles,First round,4,430,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,4,430,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,5,118,DF,1.29,2.0,"[11.25, 12.5, 12.5, 11.25, 12.5, 8.75, 12.5]"
,Rock'n'Roll-Juveniles,First round,5,118,CO,0.64,2.0,"[8.0, 8.0, 8.0, 7.0, 9.0, 8.0, 9.0]"
,Rock'n'Roll-Juveniles,First round,5,118,FM,0.95,1.6,"[6.5, 7.5, 6.5, 5.0, 5.0, 6.5, 7.5]"
,Rock'n'Roll-Juveniles,First round,5,118,sm,0.7,2.3,"[0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,First round,5,118,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,Final,1,149,DF,1.75,2.0,"[12.5, 10.0, 13.75, 11.25, 11.25, 10.0, 15.0]"
,Rock'n'Roll-Juveniles,Final,1,149,CO,1.12,2.0,"[10.0, 8.0, 10.0, 8.0, 8.0, 9.0, 11.0]"
,Rock'n'Roll-Juveniles,Final,1,149,FM,0.95,1.6,"[6.5, 7.5, 7.5, 6.5, 5.0, 5.0, 6.5]"
,Rock'n'Roll-Juveniles,Final,1,149,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Juveniles,Final,1,149,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
