anomaly,category name,round,heat,couple,criteria,stdev,threshold,raw data
,Rock'n'Roll-Small Formations Juniors,Final,3,151,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations Juniors,Final,4,46,DF,1.2,2.0,"[7.0, 5.0, 7.0, 6.0, 9.0, 7.0, 8.0]"
,Rock'n'Roll-Small Formations Juniors,Final,4,46,CO,1.31,2.0,"[5.25, 3.75, 5.25, 3.75, 6.0, 7.5, 6.75]"
,Rock'n'Roll-Small Formations Juniors,Final,4,46,FM,1.29,1.6,"[7.0, 5.0, 7.0, 7.0, 9.0, 9.0, 8.0]"
,Rock'n'Roll-Small Formations Juniors,Final,4,46,sm,1.28,2.3,"[-2.0, -2.0, -4.0, -2.0, 0.0, 0.0, -2.0]"
,Rock'n'Roll-Small Formations Juniors,Final,4,46,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations Juniors,Final,5,115,DF,1.64,2.0,"[9.0, 7.0, 10.0, 6.0, 11.0, 10.0, 9.0]"
,Rock'n'Roll-Small Formations Juniors,Final,5,115,CO,0.8,2.0,"[7.5, 5.25, 6.75, 6.0, 7.5, 7.5, 6.75]"
yes,Rock'n'Roll-Small Formations Juniors,Final,5,115,FM,1.67,1.6,"[9.0, 9.0, 9.0, 6.0, 12.0, 8.0, 8.0]"
,Rock'n'Roll-Small Formations Juniors,Final,5,115,sm,0.9,2.3,"[0.0, 0.0, -2.0, 0.0, 0.0, -2.0, 0.0]"
,Rock'n'Roll-Small Formations Juniors,Final,5,115,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,1,179,DF,1.4,2.0,"[8.0, 6.0, 9.0, 6.0, 10.0, 7.0, 7.0]"
,Rock'n'Roll-Small Formations,Final,1,179,CO,0.97,2.0,"[6.75, 6.0, 6.75, 6.75, 8.25, 5.25, 5.25]"
,Rock'n'Roll-Small Formations,Final,1,179,FM,1.46,1.6,"[8.0, 6.0, 9.0, 7.0, 11.0, 8.0, 8.0]"
,Rock'n'Roll-Small Formations,Final,1,179,sm,0.9,2.3,"[-2.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,1,179,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,2,128,DF,1.99,2.0,"[11.0, 7.0, 12.0, 8.0, 12.0, 8.0, 8.0]"
,Rock'n'Roll-Small Formations,Final,2,128,CO,1.52,2.0,"[8.25, 5.25, 9.0, 5.25, 8.25, 6.75, 5.25]"
yes,Rock'n'Roll-Small Formations,Final,2,128,FM,1.68,1.6,"[10.0, 8.0, 10.0, 8.0, 13.0, 10.0, 8.0]"
,Rock'n'Roll-Small Formations,Final,2,128,sm,0.7,2.3,"[0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,2,128,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,3,26,DF,1.29,2.0,"[8.0, 7.0, 9.0, 9.0, 11.0, 7.0, 8.0]"
,Rock'n'Roll-Small Formations,Final,3,26,CO,1.13,2.0,"[6.75, 4.5, 4.5, 7.5, 6.75, 6.75, 5.25]"
,Rock'n'Roll-Small Formations,Final,3,26,FM,1.48,1.6,"[7.0, 9.0, 6.0, 7.0, 10.0, 6.0, 6.0]"
,Rock'n'Roll-Small Formations,Final,3,26,sm,0.7,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,3,26,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,4,33,DF,1.2,2.0,"[10.0, 9.0, 12.0, 10.0, 11.0, 10.0, 8.0]"
,Rock'n'Roll-Small Formations,Final,4,33,CO,1.19,2.0,"[7.5, 5.25, 8.25, 6.75, 9.0, 7.5, 6.0]"
yes,Rock'n'Roll-Small Formations,Final,4,33,FM,2.44,1.6,"[8.0, 8.0, 11.0, 8.0, 15.0, 9.0, 8.0]"
,Rock'n'Roll-Small Formations,Final,4,33,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,4,33,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock'n'Roll-Small Formations,Final,5,335,DF,1.76,2.0,"[8.0, 5.0, 9.0, 8.0, 10.0, 7.0, 5.0]"
,Rock'n'Roll-Small Formations,Final,5,335,CO,0.97,2.0,"[6.0, 5.25, 4.5, 6.0, 7.5, 6.0, 4.5]"
