rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir,Acro_7,Acro_8,fall
1327,A,A,Rock 'n' Roll-Main Class Start,First round,1,52,1,-15,-25,-10,-25,-15,-1,0,109,-1,-1,0
1327,A,A,Rock 'n' Roll-Main Class Start,First round,1,116,1,-15,-25,-25,-25,-15,-1,0,109,-1,-1,0
1327,A,A,Rock 'n' Roll-Main Class Start,First round,2,172,1,-10,-25,-25,-15,-15,-1,0,109,-1,-1,0
1327,A,A,Rock 'n' Roll-Main Class Start,First round,2,201,1,-25,-15,-10,-10,-15,-1,0,109,-1,-1,0
1327,A,A,Rock 'n' Roll-Main Class Start,First round,3,200,1,-75,-35,-75,-15,-25,-1,0,109,-1,-1,0
1327,A,A,Rock 'n' Roll-Main Class Start,First round,3,28,1,-25,-25,-35,-15,-35,-1,0,109,-1,-1,0
1327,A,A,Rock 'n' Roll-Main Class Start,First round,4,224,1,-10,-10,-15,-10,-25,-1,0,109,-1,-1,0
1327,B,A,Rock 'n' Roll-Main Class Start,First round,1,116,2,-15,-15,-10,-25,-25,-1,0,109,-1,-1,0
1327,B,A,Rock 'n' Roll-Main Class Start,First round,1,52,2,-25,-25,-5,-25,-25,-1,0,109,-1,-1,0
1327,B,A,Rock 'n' Roll-Main Class Start,First round,2,201,2,-25,-35,-5,-15,-25,-1,0,109,-1,-1,0
1327,B,A,Rock 'n' Roll-Main Class Start,First round,2,172,2,-25,-35,-15,-15,-25,-1,0,109,-1,-1,0
1327,B,A,Rock 'n' Roll-Main Class Start,First round,3,28,2,-10,-15,-15,-10,-10,-1,0,109,-1,-1,0
1327,B,A,Rock 'n' Roll-Main Class Start,First round,3,200,2,-75,-75,-15,-25,-35,-1,0,109,-1,-1,0
1327,B,A,Rock 'n' Roll-Main Class Start,First round,4,224,2,0,-5,-10,-5,-25,-1,0,109,-1,-1,0
1334,A,A,Rock 'n' Roll-Main Class Contact Style,Final - Foot technique,1,19,1,0,0,0,0,0,0,0,109,-1,-1,0
1334,A,A,Rock 'n' Roll-Main Class Contact Style,Final - Foot technique,2,181,1,0,0,0,0,0,0,-30,109,-1,-1,0
1334,A,A,Rock 'n' Roll-Main Class Contact Style,Final - Foot technique,3,117,1,0,0,0,0,0,0,0,109,-1,-1,0
1334,C,A,Rock 'n' Roll-Main Class Contact Style,Final - Foot technique,1,19,3,0,0,0,0,0,0,0,109,-1,-1,0
1334,C,A,Rock 'n' Roll-Main Class Contact Style,Final - Foot technique,2,181,3,0,0,0,0,0,0,-30,109,-1,-1,0
1334,C,A,Rock 'n' Roll-Main Class Contact Style,Final - Foot technique,3,117,3,0,0,0,0,0,0,0,109,-1,-1,0
1335,A,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,1,47,1,0,0,0,0,0,0,0,109,-1,-1,0
1335,A,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,2,49,1,0,0,0,0,0,0,0,109,-1,-1,0
1335,A,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,3,180,1,0,0,0,0,0,0,0,109,-1,-1,0
1335,A,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,4,184,1,0,0,0,0,0,0,0,109,-1,-1,0
1335,A,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,5,15,1,0,0,0,0,0,0,0,109,-1,-1,0
1335,A,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,6,263,1,0,0,0,0,0,0,0,109,-1,-1,0
1335,E,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,1,47,4,0,0,0,0,0,0,0,109,-1,-1,0
1335,E,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,2,49,4,0,0,0,0,0,0,0,109,-1,-1,0
1335,E,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,3,180,4,0,0,0,0,0,0,0,109,-1,-1,0
1335,E,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,4,184,4,0,0,0,0,0,0,0,109,-1,-1,0
1335,E,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,5,15,4,0,0,0,0,0,0,0,109,-1,-1,0
1335,E,A,Rock 'n' Roll-Main Class Free Style,Final - Foot technique,6,263,4,0,0,0,0,0,0,0,109,-1,-1,0
1338,A,A,Rock 'n' Roll-Main Class Start,Final,1,201,1,-15,-10,-15,-10,-25,-1,0,109,-1,-1,0
1338,A,A,Rock 'n' Roll-Main Class Start,Final,2,52,1,-15,-25,-15,-15,-15,-25,0,109,-1,-1,0
1338,A,A,Rock 'n' Roll-Main Class Start,Final,3,28,1,-50,-15,-25,-15,-25,-15,0,109,-1,-1,0
1338,A,A,Rock 'n' Roll-Main Class Start,Final,4,172,1,-10,-15,-15,-15,-25,-15,0,109,-1,-1,0
