rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,1,362,2,-10,-10,-10,-10,-15,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,1,181,2,-15,-15,-15,-15,-25,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,2,225,2,-15,-15,-25,-35,-75,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,2,317,2,-25,-15,-35,-25,-25,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,2,-35,-25,-15,-15,-10,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,3,71,2,-25,-15,-50,-15,-15,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,4,172,2,-15,-10,-50,-25,-25,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,4,300,2,-10,-15,-15,-25,-25,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,5,363,2,-25,-10,-10,-10,-25,-1,0,144
1582,C,A,Rock'n'Roll-Main Class Contact Style,First round,5,179,2,-35,-10,-15,-15,-15,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,1,362,3,-5,-10,-10,-15,-15,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,1,181,3,-10,-10,-15,-15,-25,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,2,225,3,-25,-25,-35,-35,-75,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,2,317,3,-25,-10,-15,-25,-25,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,3,-25,-25,-35,-25,-25,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,3,71,3,-15,-15,-50,-35,-25,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,4,172,3,-25,-15,-75,-15,-25,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,4,300,3,-15,-15,-15,-25,-15,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,5,363,3,0,0,0,-15,-10,-1,0,144
1582,D,A,Rock'n'Roll-Main Class Contact Style,First round,5,179,3,-10,0,-10,-10,-15,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,1,362,4,-5,-5,-10,-10,-15,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,1,181,4,-5,-15,-25,-10,-25,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,2,225,4,-15,-15,-25,-25,-75,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,2,317,4,-25,-25,-25,-25,-25,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,4,-25,-15,-25,-15,-15,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,3,71,4,-15,-15,-50,-15,-25,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,4,172,4,-10,-15,-50,-15,-35,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,4,300,4,-5,-15,-25,-25,-15,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,5,363,4,-5,-10,-5,-10,-10,-1,0,144
1582,E,A,Rock'n'Roll-Main Class Contact Style,First round,5,179,4,-25,0,-15,-10,-15,-1,0,144
1583,C,A,Rock'n'Roll-Main Class Free Style,First round,1,86,2,-25,-10,-25,-10,-10,-1,0,144
1583,C,A,Rock'n'Roll-Main Class Free Style,First round,1,263,2,-10,-25,-10,-15,-10,-1,0,144
