rt_id,Judge,Type,Category,Round,Heat,Stn,stanica,FW,FM,DF,CO,sm,bm,turnir,krit,val1,val2,val3,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,Acro 7,Acro 8
1595,A,,Rock'n'Roll-Juveniles,First round,1,135,1,-25,7.5,13.75,8,0,0,145,DF,2,2,1.5,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,1,149,1,-15,7.5,12.5,10,-2,0,145,CO,2,2,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,1,149,1,-15,7.5,12.5,10,-2,0,145,DF,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,1,135,1,-25,7.5,13.75,8,0,0,145,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,2,7,1,-35,6.5,7.5,8,0,0,145,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,2,7,1,-35,6.5,7.5,8,0,0,145,DF,1,1,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,2,235,1,-25,7.5,11.25,8,0,0,145,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,2,235,1,-25,7.5,11.25,8,0,0,145,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,3,153,1,-25,7.5,11.25,8,0,0,145,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,3,153,1,-25,7.5,11.25,8,0,0,145,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,3,155,1,-35,6.5,10,8,0,0,145,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,3,155,1,-35,6.5,10,8,0,0,145,DF,1.5,1,1.5,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,4,182,1,-35,5,7.5,8,0,0,145,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,4,182,1,-35,5,7.5,8,0,0,145,DF,1,1,1,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,4,78,1,-10,9,13.75,10,0,0,145,DF,2,2,1.5,0,0,0,0,0,0,-1,-1
1595,A,,Rock'n'Roll-Juveniles,First round,4,78,1,-10,9,13.75,10,0,0,145,CO,2,2,1,0,0,0,0,0,0,-1,-1
1595,B,,Rock'n'Roll-Juveniles,First round,1,135,2,-15,8.5,12.5,10,0,0,145,DF,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1595,B,,Rock'n'Roll-Juveniles,First round,1,149,2,-15,7.5,10,9,0,0,145,CO,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1595,B,,Rock'n'Roll-Juveniles,First round,1,149,2,-15,7.5,10,9,0,0,145,DF,1.5,1,1.5,0,0,0,0,0,0,-1,-1
1595,B,,Rock'n'Roll-Juveniles,First round,1,135,2,-15,8.5,12.5,10,0,0,145,CO,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1595,B,,Rock'n'Roll-Juveniles,First round,2,7,2,-35,5,8.75,9,0,0,145,DF,1,1,1.5,0,0,0,0,0,0,-1,-1
1595,B,,Rock'n'Roll-Juveniles,First round,2,235,2,-25,8.5,12.5,10,0,0,145,CO,1,2,2,0,0,0,0,0,0,-1,-1
1595,B,,Rock'n'Roll-Juveniles,First round,2,7,2,-35,5,8.75,9,0,0,145,CO,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1595,B,,Rock'n'Roll-Juveniles,First round,2,235,2,-25,8.5,12.5,10,0,0,145,DF,2,2,1,0,0,0,0,0,0,-1,-1
