rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir
1636,C,A,Rock'n'Roll-Main Class Contact Style,First round,1,300,2,-25,-35,-35,-15,-25,-1,0,148
1636,C,A,Rock'n'Roll-Main Class Contact Style,First round,1,362,2,-5,-5,-15,-10,-25,-1,0,148
1636,C,A,Rock'n'Roll-Main Class Contact Style,First round,2,148,2,-25,-35,-35,-35,-35,-1,0,148
1636,C,A,Rock'n'Roll-Main Class Contact Style,First round,2,172,2,-25,-15,-35,-25,-25,-1,0,148
1636,C,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,2,-10,-15,-25,-35,-10,-1,0,148
1636,C,A,Rock'n'Roll-Main Class Contact Style,First round,3,181,2,-25,-25,-35,-25,-25,-1,0,148
1636,C,A,Rock'n'Roll-Main Class Contact Style,First round,4,363,2,-5,-10,-5,-10,-25,-1,0,148
1636,D,A,Rock'n'Roll-Main Class Contact Style,First round,1,300,3,-15,-25,-50,-15,-15,-1,0,148
1636,D,A,Rock'n'Roll-Main Class Contact Style,First round,1,362,3,-15,-10,-15,-15,-15,-1,0,148
1636,D,A,Rock'n'Roll-Main Class Contact Style,First round,2,148,3,-10,-25,-25,-25,-25,-1,0,148
1636,D,A,Rock'n'Roll-Main Class Contact Style,First round,2,172,3,-15,-25,-25,-35,-25,-1,0,148
1636,D,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,3,-25,-15,-15,-25,-15,-1,0,148
1636,D,A,Rock'n'Roll-Main Class Contact Style,First round,3,181,3,-35,-15,-50,-15,-35,-1,0,148
1636,D,A,Rock'n'Roll-Main Class Contact Style,First round,4,363,3,-10,-5,-10,-10,-15,-1,0,148
1636,F,A,Rock'n'Roll-Main Class Contact Style,First round,1,300,5,-15,-25,-50,-15,-15,-1,0,148
1636,F,A,Rock'n'Roll-Main Class Contact Style,First round,1,362,5,-10,-10,-15,-10,-50,-1,0,148
1636,F,A,Rock'n'Roll-Main Class Contact Style,First round,2,148,5,-25,-15,-35,-25,-25,-1,0,148
1636,F,A,Rock'n'Roll-Main Class Contact Style,First round,2,172,5,-15,-15,-50,-25,-15,-1,0,148
1636,F,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,5,-25,-15,-25,-15,-10,-1,0,148
1636,F,A,Rock'n'Roll-Main Class Contact Style,First round,3,181,5,-50,-15,-35,-15,-25,-1,0,148
1636,F,A,Rock'n'Roll-Main Class Contact Style,First round,4,363,5,-10,-10,-10,0,0,-1,0,148
1637,H,A,Boogie-Woogie-Seniors,Final - slow,1,42,1,0,0,0,0,0,0,0,148
1637,J,A,Boogie-Woogie-Seniors,Final - slow,1,42,3,0,0,0,0,0,0,0,148
1638,I,A,Boogie-Woogie-Main Class,Final - slow,1,369,2,0,0,0,0,0,0,0,148
1638,K,A,Boogie-Woogie-Main Class,Final - slow,1,369,4,0,0,0,0,0,0,0,148
1640,C,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,224,2,0,0,0,0,0,0,0,148
1640,C,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,148,2,0,0,0,0,0,0,0,148
1640,C,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,362,2,0,0,0,0,0,0,0,148
1640,C,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,2,0,0,0,0,0,0,0,148
1640,C,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,363,2,0,0,0,0,0,0,0,148
1640,C,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,300,2,0,0,0,0,0,0,0,148
1640,D,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,224,3,0,0,0,0,0,0,0,148
1640,D,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,148,3,0,0,0,0,0,0,0,148
1640,D,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,362,3,0,0,0,0,0,0,0,148
1640,D,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,3,0,0,0,0,0,0,0,148
1640,D,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,363,3,0,0,0,0,0,0,0,148
1640,D,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,300,3,0,0,0,0,0,0,0,148
1640,F,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,224,5,0,0,0,0,0,0,0,148
1640,F,A,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,148,5,0,0,0,0,0,0,0,148
