rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir,Acro_7,Acro_8,fall
1349,B,A,Rock 'n' Roll-Main Class Free Style,First round,1,10,2,-15,-25,-10,-50,-15,-1,0,110,-1,-1,0
1349,B,A,Rock 'n' Roll-Main Class Free Style,First round,1,47,2,-10,-10,-5,-15,-10,-1,0,110,-1,-1,0
1349,B,A,Rock 'n' Roll-Main Class Free Style,First round,2,49,2,-25,-15,-15,-15,-10,-1,0,110,-1,-1,0
1349,B,A,Rock 'n' Roll-Main Class Free Style,First round,2,15,2,-10,-10,-10,-15,-35,-1,0,110,-1,-1,0
1349,B,A,Rock 'n' Roll-Main Class Free Style,First round,3,232,2,-5,-15,-25,-15,-10,-1,0,110,-1,-1,0
1349,B,A,Rock 'n' Roll-Main Class Free Style,First round,3,263,2,-10,-10,-10,-35,-10,-1,0,110,-1,-1,0
1349,B,A,Rock 'n' Roll-Main Class Free Style,First round,4,90,2,-10,-10,-10,-15,-10,-1,0,110,-1,-1,0
1349,B,A,Rock 'n' Roll-Main Class Free Style,First round,4,63,2,-15,-10,-75,-10,-10,-1,0,110,-1,-1,0
1349,D,A,Rock 'n' Roll-Main Class Free Style,First round,1,47,4,-25,-15,-15,-25,-10,-1,0,110,-1,-1,0
1349,D,A,Rock 'n' Roll-Main Class Free Style,First round,1,10,4,-25,-25,-5,-50,-35,-1,0,110,-1,-1,0
1349,D,A,Rock 'n' Roll-Main Class Free Style,First round,2,49,4,-25,-25,-15,-15,-10,-1,0,110,-1,-1,0
1349,D,A,Rock 'n' Roll-Main Class Free Style,First round,2,15,4,-15,-25,-15,-25,-50,-1,0,110,-1,-1,0
1349,D,A,Rock 'n' Roll-Main Class Free Style,First round,3,232,4,-10,-10,-15,-15,-10,-1,0,110,-1,-1,0
1349,D,A,Rock 'n' Roll-Main Class Free Style,First round,3,263,4,-15,-15,-10,-35,-15,-1,0,110,-1,-1,0
1349,D,A,Rock 'n' Roll-Main Class Free Style,First round,4,90,4,-10,-10,-25,-15,-10,-1,0,110,-1,-1,0
1349,D,A,Rock 'n' Roll-Main Class Free Style,First round,4,63,4,-15,-10,-100,-25,-10,-1,0,110,-1,-1,0
1349,F,A,Rock 'n' Roll-Main Class Free Style,First round,1,47,6,-15,-25,-10,-25,-25,-1,0,110,-1,-1,0
1349,F,A,Rock 'n' Roll-Main Class Free Style,First round,1,10,6,-25,-35,-15,-75,-75,-1,0,110,-1,-1,0
1349,F,A,Rock 'n' Roll-Main Class Free Style,First round,2,49,6,-25,-25,-35,-25,-25,-1,0,110,-1,-1,0
1349,F,A,Rock 'n' Roll-Main Class Free Style,First round,2,15,6,-15,-25,-25,-35,-75,-1,0,110,-1,-1,0
1349,F,A,Rock 'n' Roll-Main Class Free Style,First round,3,232,6,-15,-25,-25,-15,-25,-1,0,110,-1,-1,0
1349,F,A,Rock 'n' Roll-Main Class Free Style,First round,3,263,6,-15,-25,-15,-25,-15,-1,0,110,-1,-1,0
1349,F,A,Rock 'n' Roll-Main Class Free Style,First round,4,90,6,-10,-10,-25,-15,-25,-1,0,110,-1,-1,0
1349,F,A,Rock 'n' Roll-Main Class Free Style,First round,4,63,6,-5,-10,-100,-25,-25,-1,0,110,-1,-1,0
1354,A,A,Rock 'n' Roll-Main Class Start,Final,1,172,1,-10,-15,-10,-15,-15,-25,0,110,-1,-1,0
1354,A,A,Rock 'n' Roll-Main Class Start,Final,2,28,1,-25,-5,-10,-15,-5,-15,0,110,-1,-1,0
1354,A,A,Rock 'n' Roll-Main Class Start,Final,3,387,1,-35,-15,-15,-5,-15,-5,0,110,-1,-1,0
1354,A,A,Rock 'n' Roll-Main Class Start,Final,4,52,1,-5,-10,-15,-75,-15,-25,0,110,-1,-1,0
1354,A,A,Rock 'n' Roll-Main Class Start,Final,5,224,1,-5,-5,-10,-15,-15,-15,0,110,-1,-1,0
1354,B,A,Rock 'n' Roll-Main Class Start,Final,1,172,2,-10,-15,-25,-25,-25,-15,0,110,-1,-1,0
1354,B,A,Rock 'n' Roll-Main Class Start,Final,2,28,2,-35,-35,-35,-35,-15,-25,0,110,-1,-1,0
