rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,1,300,1,-15,-25,-10,-35,-35,-1,0,150
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,1,471,1,-15,-15,-15,-25,-15,-1,0,150
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,2,363,1,-10,-10,-10,-5,-10,-1,0,150
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,2,172,1,-35,-15,-15,-25,-25,-1,0,150
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,3,179,1,-10,-10,-10,-15,-10,-1,0,150
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,1,-25,-15,-10,-25,-15,-1,0,150
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,4,71,1,-15,-15,-15,-35,-25,-1,0,150
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,4,148,1,-10,-10,-15,-25,-15,-1,0,150
1681,A,A,Rock'n'Roll-Main Class Contact Style,First round,5,181,1,-25,-15,-100,-100,-100,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,1,471,3,-15,-10,-25,-15,-15,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,1,300,3,0,-15,-15,-15,-25,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,2,172,3,-25,-15,-50,-15,-25,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,2,363,3,-5,-10,-15,-10,-10,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,3,-25,-15,-25,-15,-15,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,3,179,3,-15,-15,-35,-15,-25,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,4,148,3,-15,-10,-25,-15,0,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,4,71,3,-15,-15,-25,-25,-25,-1,0,150
1681,D,A,Rock'n'Roll-Main Class Contact Style,First round,5,181,3,-25,-15,-100,-100,-100,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,1,300,5,-10,-15,-25,-10,-15,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,1,471,5,-15,-15,-10,-5,-5,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,2,363,5,-5,-25,0,0,0,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,2,172,5,-75,-25,-25,0,-10,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,3,179,5,-15,0,-10,0,-10,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,3,224,5,-15,-15,0,-10,-10,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,4,71,5,-10,0,-10,-25,-15,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,4,148,5,-10,0,0,-10,-25,-1,0,150
1681,F,A,Rock'n'Roll-Main Class Contact Style,First round,5,181,5,-25,-15,-100,-100,-100,-1,0,150
1683,A,A,Rock'n'Roll-Main Class Start,First round,1,28,1,-15,-15,-15,-15,-25,-1,0,150
1683,A,A,Rock'n'Roll-Main Class Start,First round,1,36,1,-10,-10,-10,-15,-15,-1,0,150
1683,A,A,Rock'n'Roll-Main Class Start,First round,2,318,1,-15,-15,-10,-25,-25,-1,0,150
1683,A,A,Rock'n'Roll-Main Class Start,First round,2,236,1,-15,-15,-10,-25,-50,-1,0,150
1683,A,A,Rock'n'Roll-Main Class Start,First round,3,371,1,-15,-25,-25,-25,-25,-1,0,150
1683,A,A,Rock'n'Roll-Main Class Start,First round,3,142,1,-15,-10,-50,-25,-15,-1,0,150
1683,A,A,Rock'n'Roll-Main Class Start,First round,4,223,1,-15,-25,-15,-25,-15,-1,0,150
1683,A,A,Rock'n'Roll-Main Class Start,First round,4,176,1,-10,-25,-10,-10,-25,-1,0,150
1683,B,A,Rock'n'Roll-Main Class Start,First round,1,36,2,-10,-5,-15,-25,-25,-1,0,150
1683,B,A,Rock'n'Roll-Main Class Start,First round,1,28,2,-15,-15,-25,-25,-15,-1,0,150
1683,B,A,Rock'n'Roll-Main Class Start,First round,2,236,2,-25,-35,-15,-35,-50,-1,0,150
1683,B,A,Rock'n'Roll-Main Class Start,First round,2,318,2,-35,-50,-50,-50,-35,-1,0,150
1683,B,A,Rock'n'Roll-Main Class Start,First round,3,142,2,-25,-25,-50,-25,-10,-1,0,150
1683,B,A,Rock'n'Roll-Main Class Start,First round,3,371,2,-25,-35,-25,-35,-15,-1,0,150
1683,B,A,Rock'n'Roll-Main Class Start,First round,4,223,2,-35,-25,-25,-25,-35,-1,0,150
1683,B,A,Rock'n'Roll-Main Class Start,First round,4,176,2,-15,-35,-25,-15,-35,-1,0,150
1683,E,A,Rock'n'Roll-Main Class Start,First round,1,28,4,-15,-15,-10,-15,-25,-1,0,150
1683,E,A,Rock'n'Roll-Main Class Start,First round,1,36,4,0,-10,-5,-10,-25,-1,0,150
1683,E,A,Rock'n'Roll-Main Class Start,First round,2,318,4,-15,-25,-25,-50,-25,-1,0,150
1683,E,A,Rock'n'Roll-Main Class Start,First round,2,236,4,-15,-10,-10,-50,-75,-1,0,150
1683,E,A,Rock'n'Roll-Main Class Start,First round,3,371,4,-25,-25,-25,-10,-25,-1,0,150
1683,E,A,Rock'n'Roll-Main Class Start,First round,3,142,4,-10,-25,-75,-25,-25,-1,0,150
1683,E,A,Rock'n'Roll-Main Class Start,First round,4,223,4,-25,-35,-25,-15,-25,-1,0,150
1683,E,A,Rock'n'Roll-Main Class Start,First round,4,176,4,-10,-25,-10,-5,-10,-1,0,150
1684,B,A,Rock'n'Roll-Main Class Free Style,First round,1,86,2,-10,-15,-10,-15,-5,-1,0,150
1684,B,A,Rock'n'Roll-Main Class Free Style,First round,1,263,2,-15,-25,-25,-25,-15,-1,0,150
1684,B,A,Rock'n'Roll-Main Class Free Style,First round,2,41,2,-25,-35,-25,-15,-25,-1,0,150
1684,B,A,Rock'n'Roll-Main Class Free Style,First round,2,184,2,-25,-35,-50,-15,-10,-1,0,150
1684,B,A,Rock'n'Roll-Main Class Free Style,First round,3,47,2,0,-10,-10,-5,0,-1,0,150
1684,B,A,Rock'n'Roll-Main Class Free Style,First round,3,90,2,0,0,0,-10,0,-1,0,150
1684,B,A,Rock'n'Roll-Main Class Free Style,First round,4,63,2,-15,-50,-35,-10,0,-1,0,150
1684,D,A,Rock'n'Roll-Main Class Free Style,First round,1,263,4,-10,-25,-25,-25,-15,-1,0,150
1684,D,A,Rock'n'Roll-Main Class Free Style,First round,1,86,4,-25,-15,-25,-10,-10,-1,0,150
1684,D,A,Rock'n'Roll-Main Class Free Style,First round,2,41,4,-10,-15,-15,-15,-35,-1,0,150
1684,D,A,Rock'n'Roll-Main Class Free Style,First round,2,184,4,-15,-10,-35,-15,-15,-1,0,150
1684,D,A,Rock'n'Roll-Main Class Free Style,First round,3,47,4,-10,-10,-15,-10,-10,-1,0,150
1684,D,A,Rock'n'Roll-Main Class Free Style,First round,3,90,4,0,-10,-15,-10,0,-1,0,150
