anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
,145,Rock'n'Roll-Beginners,First round,1,214,DF,1.13,2.3,0.49130434782608695,"[11.25, 10.0, 12.5, 11.25, 12.5, 13.75, 11.25]"
,145,Rock'n'Roll-Beginners,First round,1,214,CO,0.64,2.0,0.32,"[9.0, 10.0, 9.0, 9.0, 9.0, 8.0, 10.0]"
,145,Rock'n'Roll-Beginners,First round,1,214,FM,0.76,2.0,0.38,"[7.5, 8.5, 6.5, 7.5, 7.5, 8.5, 6.5]"
,145,Rock'n'Roll-Beginners,First round,1,214,FW,10.25,12.0,0.8541666666666666,"[-25.0, -25.0, -50.0, -25.0, -25.0, -15.0, -35.0]"
,145,Rock'n'Roll-Beginners,First round,1,214,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,145,Rock'n'Roll-Beginners,First round,1,214,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,145,Rock'n'Roll-Beginners,First round,1,62,DF,2.22,2.3,0.965217391304348,"[8.75, 10.0, 7.5, 7.5, 10.0, 13.75, 12.5]"
,145,Rock'n'Roll-Beginners,First round,1,62,CO,1.25,2.0,0.625,"[8.0, 7.0, 6.0, 8.0, 9.0, 9.0, 10.0]"
,145,Rock'n'Roll-Beginners,First round,1,62,FM,0.94,2.0,0.47,"[6.5, 6.5, 5.0, 6.5, 6.5, 8.5, 6.5]"
yes,145,Rock'n'Roll-Beginners,First round,1,62,FW,17.26,12.0,1.4383333333333335,"[-35.0, -25.0, -75.0, -35.0, -35.0, -15.0, -35.0]"
,145,Rock'n'Roll-Beginners,First round,1,62,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,145,Rock'n'Roll-Beginners,First round,1,62,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,145,Rock'n'Roll-Beginners,First round,2,27,DF,1.69,2.3,0.7347826086956523,"[11.25, 13.75, 11.25, 13.75, 10.0, 15.0, 13.75]"
,145,Rock'n'Roll-Beginners,First round,2,27,CO,0.7,2.0,0.35,"[8.0, 10.0, 8.0, 9.0, 8.0, 9.0, 9.0]"
,145,Rock'n'Roll-Beginners,First round,2,27,FM,1.25,2.0,0.625,"[8.5, 7.5, 5.0, 7.5, 6.5, 9.0, 6.5]"
yes,145,Rock'n'Roll-Beginners,First round,2,27,FW,17.05,12.0,1.4208333333333334,"[-25.0, -25.0, -75.0, -35.0, -50.0, -25.0, -35.0]"
,145,Rock'n'Roll-Beginners,First round,2,27,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
