rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir,Acro_7,Acro_8,fall
1352,A,A,Rock'n'Roll-Main Class Contact Style,First round,1,71,1,-35,-25,-25,-10,-25,-1,0,114,-1,-1,0
1352,A,A,Rock'n'Roll-Main Class Contact Style,First round,1,181,1,-25,-35,-15,-25,-50,-1,0,114,-1,-1,0
1352,A,A,Rock'n'Roll-Main Class Contact Style,First round,2,362,1,-10,-10,-15,-5,-15,-1,0,114,-1,-1,0
1352,A,A,Rock'n'Roll-Main Class Contact Style,First round,2,117,1,-10,-5,-15,-5,-15,-1,0,114,-1,-1,0
1352,A,A,Rock'n'Roll-Main Class Contact Style,First round,3,517,1,-25,-15,-25,-35,-25,-1,0,114,-1,-1,0
1352,A,A,Rock'n'Roll-Main Class Contact Style,First round,3,283,1,-25,-10,-50,-10,-35,-1,0,114,-1,-1,0
1352,A,A,Rock'n'Roll-Main Class Contact Style,First round,4,19,1,-15,-10,-25,-5,-10,-1,0,114,-1,-1,0
1352,B,A,Rock'n'Roll-Main Class Contact Style,First round,1,181,2,-50,-50,-35,-35,-75,-1,0,114,-1,-1,0
1352,B,A,Rock'n'Roll-Main Class Contact Style,First round,1,71,2,-35,-35,-25,-25,-25,-1,0,114,-1,-1,0
1352,B,A,Rock'n'Roll-Main Class Contact Style,First round,2,117,2,-25,-25,-25,-10,-10,-1,0,114,-1,-1,0
1352,B,A,Rock'n'Roll-Main Class Contact Style,First round,2,362,2,-15,-15,-25,-10,-25,-1,0,114,-1,-1,0
1352,B,A,Rock'n'Roll-Main Class Contact Style,First round,3,517,2,-10,-5,-15,-35,-35,-1,0,114,-1,-1,0
1352,B,A,Rock'n'Roll-Main Class Contact Style,First round,3,283,2,-10,-25,-50,-35,-35,-1,0,114,-1,-1,0
1352,B,A,Rock'n'Roll-Main Class Contact Style,First round,4,19,2,-15,-10,-25,-15,-15,-1,0,114,-1,-1,0
1352,I,A,Rock'n'Roll-Main Class Contact Style,First round,1,71,7,-35,-15,-25,-25,-25,-1,0,114,-1,-1,0
1352,I,A,Rock'n'Roll-Main Class Contact Style,First round,1,181,7,-35,-35,-35,-25,-50,-1,0,114,-1,-1,0
1352,I,A,Rock'n'Roll-Main Class Contact Style,First round,2,117,7,-10,-15,-35,-5,-10,-1,0,114,-1,-1,0
1352,I,A,Rock'n'Roll-Main Class Contact Style,First round,2,362,7,-10,-10,-15,-5,-15,-1,0,114,-1,-1,0
1352,I,A,Rock'n'Roll-Main Class Contact Style,First round,3,517,7,-15,-10,-10,-25,-15,-1,0,114,-1,-1,0
1352,I,A,Rock'n'Roll-Main Class Contact Style,First round,3,283,7,-5,-10,-50,-25,-35,-1,0,114,-1,-1,0
1352,I,A,Rock'n'Roll-Main Class Contact Style,First round,4,19,7,-5,-5,-15,-15,-15,-1,0,114,-1,-1,0
1358,A,A,Rock'n'Roll-Main Class Free Style,First round,1,15,1,-25,-15,-15,-25,-35,-1,0,114,-1,-1,0
1358,A,A,Rock'n'Roll-Main Class Free Style,First round,1,263,1,-75,-25,-15,-35,-25,-1,0,114,-1,-1,0
1358,A,A,Rock'n'Roll-Main Class Free Style,First round,2,222,1,-25,-15,-10,-35,-25,-1,0,114,-1,-1,0
