anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
,156,Rock'n'Roll-Beginners,First round,4,240,FM,1.53,2.0,0.765,"[6.5, 5.0, 5.0, 7.5, 2.5, 6.5, 6.5]"
,156,Rock'n'Roll-Beginners,First round,4,240,FW,14.11,14.4,0.9798611111111111,"[-35.0, -35.0, -50.0, -35.0, -75.0, -35.0, -35.0]"
,156,Rock'n'Roll-Beginners,First round,4,240,sm,0.99,2.3,0.43043478260869567,"[0.0, -2.0, -2.0, 0.0, 0.0, -2.0, 0.0]"
,156,Rock'n'Roll-Beginners,First round,4,240,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,156,Rock'n'Roll-Beginners,First round,4,238,DF,2.79,2.3,1.2130434782608697,"[12.5, 8.75, 7.5, 5.0, 8.75, 3.75, 5.0]"
yes,156,Rock'n'Roll-Beginners,First round,4,238,CO,2.55,2.0,1.275,"[11.0, 8.0, 9.0, 5.0, 5.0, 3.0, 6.0]"
,156,Rock'n'Roll-Beginners,First round,4,238,FM,1.73,2.0,0.865,"[7.5, 5.0, 5.0, 5.0, 2.5, 2.5, 6.5]"
,156,Rock'n'Roll-Beginners,First round,4,238,FW,14.11,14.4,0.9798611111111111,"[-35.0, -35.0, -35.0, -35.0, -75.0, -50.0, -35.0]"
,156,Rock'n'Roll-Beginners,First round,4,238,sm,0.99,2.3,0.43043478260869567,"[-2.0, -4.0, -2.0, -2.0, -4.0, -4.0, -2.0]"
,156,Rock'n'Roll-Beginners,First round,4,238,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,156,Rock'n'Roll-Beginners,First round,5,62,DF,2.31,2.3,1.0043478260869567,"[12.5, 12.5, 10.0, 8.75, 13.75, 16.25, 13.75]"
,156,Rock'n'Roll-Beginners,First round,5,62,CO,1.67,2.0,0.835,"[8.0, 8.0, 8.0, 6.0, 9.0, 11.0, 11.0]"
,156,Rock'n'Roll-Beginners,First round,5,62,FM,1.03,2.0,0.515,"[8.5, 7.5, 6.5, 6.5, 5.0, 6.5, 7.5]"
,156,Rock'n'Roll-Beginners,First round,5,62,FW,10.25,14.4,0.7118055555555556,"[-25.0, -35.0, -25.0, -15.0, -50.0, -25.0, -25.0]"
,156,Rock'n'Roll-Beginners,First round,5,62,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,First round,5,62,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,55,DF,1.04,2.3,0.4521739130434783,"[8.75, 7.5, 6.25, 6.25, 8.75, 7.5, 6.25]"
,156,Rock'n'Roll-Beginners,Hope round,1,55,CO,0.73,2.0,0.365,"[5.0, 6.0, 6.0, 5.0, 6.0, 6.0, 4.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,55,FM,1.09,2.0,0.545,"[5.0, 2.5, 5.0, 5.0, 5.0, 5.0, 6.5]"
,156,Rock'n'Roll-Beginners,Hope round,1,55,FW,13.89,14.4,0.9645833333333333,"[-35.0, -50.0, -35.0, -35.0, -75.0, -50.0, -35.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,55,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,55,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,192,DF,0.8,2.3,0.3478260869565218,"[12.5, 11.25, 12.5, 11.25, 11.25, 11.25, 10.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,192,CO,1.36,2.0,0.68,"[9.0, 7.0, 9.0, 6.0, 9.0, 10.0, 7.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,192,FM,1.21,2.0,0.605,"[8.5, 7.5, 8.5, 8.5, 5.0, 6.5, 7.5]"
,156,Rock'n'Roll-Beginners,Hope round,1,192,FW,8.39,14.4,0.5826388888888889,"[-25.0, -35.0, -25.0, -35.0, -50.0, -35.0, -25.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,192,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,1,192,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,2,240,DF,1.41,2.3,0.6130434782608696,"[10.0, 7.5, 7.5, 5.0, 7.5, 8.75, 7.5]"
,156,Rock'n'Roll-Beginners,Hope round,2,240,CO,1.46,2.0,0.73,"[7.0, 6.0, 5.0, 3.0, 6.0, 8.0, 6.0]"
,156,Rock'n'Roll-Beginners,Hope round,2,240,FM,1.71,2.0,0.855,"[7.5, 6.5, 6.5, 7.5, 2.5, 5.0, 7.5]"
yes,156,Rock'n'Roll-Beginners,Hope round,2,240,FW,16.35,14.4,1.1354166666666667,"[-25.0, -50.0, -35.0, -50.0, -75.0, -50.0, -25.0]"
,156,Rock'n'Roll-Beginners,Hope round,2,240,sm,0.99,2.3,0.43043478260869567,"[0.0, -2.0, -2.0, 0.0, -2.0, -2.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,2,240,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,2,239,DF,1.99,2.3,0.8652173913043479,"[10.0, 7.5, 6.25, 5.0, 6.25, 3.75, 8.75]"
,156,Rock'n'Roll-Beginners,Hope round,2,239,CO,1.36,2.0,0.68,"[7.0, 6.0, 6.0, 3.0, 4.0, 4.0, 6.0]"
,156,Rock'n'Roll-Beginners,Hope round,2,239,FM,1.71,2.0,0.855,"[6.5, 5.0, 2.5, 5.0, 2.5, 2.5, 6.5]"
yes,156,Rock'n'Roll-Beginners,Hope round,2,239,FW,16.44,14.4,1.1416666666666668,"[-25.0, -35.0, -50.0, -35.0, -75.0, -50.0, -25.0]"
,156,Rock'n'Roll-Beginners,Hope round,2,239,sm,0.99,2.3,0.43043478260869567,"[-2.0, 0.0, -2.0, 0.0, -2.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,2,239,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,3,238,DF,2.08,2.3,0.9043478260869566,"[7.5, 11.25, 10.0, 5.0, 6.25, 8.75, 10.0]"
,156,Rock'n'Roll-Beginners,Hope round,3,238,CO,1.83,2.0,0.915,"[10.0, 8.0, 9.0, 4.0, 7.0, 7.0, 6.0]"
,156,Rock'n'Roll-Beginners,Hope round,3,238,FM,1.89,2.0,0.945,"[6.5, 6.5, 6.5, 5.0, 2.5, 2.5, 7.5]"
yes,156,Rock'n'Roll-Beginners,Hope round,3,238,FW,15.29,14.4,1.0618055555555554,"[-35.0, -35.0, -50.0, -35.0, -75.0, -50.0, -25.0]"
,156,Rock'n'Roll-Beginners,Hope round,3,238,sm,0.9,2.3,0.391304347826087,"[0.0, 0.0, 0.0, 0.0, -2.0, -2.0, 0.0]"
,156,Rock'n'Roll-Beginners,Hope round,3,238,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,1,134,DF,0.62,2.3,0.26956521739130435,"[13.75, 13.75, 15.0, 13.75, 15.0, 15.0, 15.0]"
,156,Rock'n'Roll-Beginners,Final,1,134,CO,1.4,2.0,0.7,"[10.0, 9.0, 12.0, 8.0, 12.0, 11.0, 11.0]"
,156,Rock'n'Roll-Beginners,Final,1,134,FM,1.25,2.0,0.625,"[7.5, 8.5, 6.5, 8.5, 6.5, 5.0, 8.5]"
,156,Rock'n'Roll-Beginners,Final,1,134,FW,11.47,14.4,0.7965277777777778,"[-15.0, -15.0, -25.0, -25.0, -25.0, -50.0, -15.0]"
,156,Rock'n'Roll-Beginners,Final,1,134,sm,0.9,2.3,0.391304347826087,"[0.0, 0.0, 0.0, 0.0, -2.0, -2.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,1,134,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,2,3,DF,1.24,2.3,0.5391304347826087,"[12.5, 13.75, 12.5, 13.75, 11.25, 10.0, 12.5]"
,156,Rock'n'Roll-Beginners,Final,2,3,CO,1.67,2.0,0.835,"[9.0, 10.0, 12.0, 8.0, 11.0, 7.0, 8.0]"
,156,Rock'n'Roll-Beginners,Final,2,3,FM,1.85,2.0,0.925,"[6.5, 7.5, 6.5, 8.5, 5.0, 2.5, 7.5]"
,156,Rock'n'Roll-Beginners,Final,2,3,FW,12.66,14.4,0.8791666666666667,"[-25.0, -25.0, -25.0, -15.0, -50.0, -50.0, -25.0]"
,156,Rock'n'Roll-Beginners,Final,2,3,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,2,3,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,3,192,DF,1.73,2.3,0.7521739130434784,"[11.25, 12.5, 11.25, 10.0, 13.75, 8.75, 8.75]"
yes,156,Rock'n'Roll-Beginners,Final,3,192,CO,2.36,2.0,1.18,"[7.0, 10.0, 11.0, 4.0, 10.0, 9.0, 6.0]"
,156,Rock'n'Roll-Beginners,Final,3,192,FM,1.16,2.0,0.58,"[7.5, 6.5, 6.5, 8.5, 5.0, 5.0, 6.5]"
,156,Rock'n'Roll-Beginners,Final,3,192,FW,7.42,14.4,0.5152777777777777,"[-35.0, -35.0, -50.0, -35.0, -50.0, -50.0, -35.0]"
,156,Rock'n'Roll-Beginners,Final,3,192,sm,1.46,2.3,0.6347826086956522,"[0.0, -2.0, 0.0, 0.0, -4.0, -2.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,3,192,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,4,131,DF,2.0,2.3,0.8695652173913044,"[10.0, 8.75, 12.5, 10.0, 12.5, 15.0, 10.0]"
yes,156,Rock'n'Roll-Beginners,Final,4,131,CO,2.44,2.0,1.22,"[5.0, 8.0, 11.0, 5.0, 6.0, 11.0, 6.0]"
,156,Rock'n'Roll-Beginners,Final,4,131,FM,1.63,2.0,0.815,"[7.5, 5.0, 6.5, 7.5, 2.5, 6.5, 6.5]"
yes,156,Rock'n'Roll-Beginners,Final,4,131,FW,14.98,14.4,1.0402777777777779,"[-35.0, -35.0, -35.0, -25.0, -75.0, -35.0, -35.0]"
,156,Rock'n'Roll-Beginners,Final,4,131,sm,1.46,2.3,0.6347826086956522,"[0.0, 0.0, 0.0, 0.0, -4.0, -2.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,4,131,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,156,Rock'n'Roll-Beginners,Final,5,62,DF,2.41,2.3,1.047826086956522,"[12.5, 11.25, 12.5, 7.5, 15.0, 15.0, 13.75]"
yes,156,Rock'n'Roll-Beginners,Final,5,62,CO,2.55,2.0,1.275,"[6.0, 10.0, 12.0, 4.0, 10.0, 9.0, 10.0]"
,156,Rock'n'Roll-Beginners,Final,5,62,FM,0.84,2.0,0.42,"[7.5, 6.5, 6.5, 7.5, 5.0, 6.5, 7.5]"
,156,Rock'n'Roll-Beginners,Final,5,62,FW,8.39,14.4,0.5826388888888889,"[-35.0, -35.0, -25.0, -10.0, -35.0, -25.0, -25.0]"
,156,Rock'n'Roll-Beginners,Final,5,62,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Beginners,Final,5,62,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,156,Rock'n'Roll-Beginners,Final,6,238,DF,2.41,2.3,1.047826086956522,"[11.25, 8.75, 10.0, 3.75, 11.25, 8.75, 7.5]"
yes,156,Rock'n'Roll-Beginners,Final,6,238,CO,2.36,2.0,1.18,"[10.0, 9.0, 11.0, 4.0, 10.0, 7.0, 6.0]"
,156,Rock'n'Roll-Beginners,Final,6,238,FM,1.73,2.0,0.865,"[6.5, 5.0, 5.0, 5.0, 2.5, 2.5, 7.5]"
yes,156,Rock'n'Roll-Beginners,Final,6,238,FW,15.29,14.4,1.0618055555555554,"[-35.0, -35.0, -35.0, -35.0, -75.0, -50.0, -25.0]"
,156,Rock'n'Roll-Beginners,Final,6,238,sm,0.99,2.3,0.43043478260869567,"[-2.0, 0.0, 0.0, 0.0, 0.0, -2.0, -2.0]"
,156,Rock'n'Roll-Beginners,Final,6,238,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,1,153,DF,2.29,2.3,0.9956521739130436,"[11.25, 11.25, 13.75, 7.5, 12.5, 7.5, 12.5]"
,156,Rock'n'Roll-Juveniles,First round,1,153,CO,1.16,2.0,0.58,"[8.0, 8.0, 8.0, 5.0, 8.0, 6.0, 8.0]"
yes,156,Rock'n'Roll-Juveniles,First round,1,153,FM,2.07,2.0,1.035,"[6.5, 6.5, 9.0, 5.0, 2.5, 5.0, 8.5]"
,156,Rock'n'Roll-Juveniles,First round,1,153,FW,13.59,14.4,0.94375,"[-25.0, -35.0, -15.0, -35.0, -50.0, -50.0, -15.0]"
,156,Rock'n'Roll-Juveniles,First round,1,153,sm,0.7,2.3,0.30434782608695654,"[0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,1,153,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,1,57,DF,1.56,2.3,0.6782608695652175,"[13.75, 10.0, 11.25, 10.0, 8.75, 11.25, 12.5]"
,156,Rock'n'Roll-Juveniles,First round,1,57,CO,1.28,2.0,0.64,"[10.0, 8.0, 7.0, 6.0, 9.0, 9.0, 9.0]"
,156,Rock'n'Roll-Juveniles,First round,1,57,FM,1.03,2.0,0.515,"[8.5, 6.5, 7.5, 6.5, 5.0, 6.5, 7.5]"
,156,Rock'n'Roll-Juveniles,First round,1,57,FW,14.0,14.4,0.9722222222222222,"[-25.0, -50.0, -15.0, -25.0, -50.0, -50.0, -25.0]"
,156,Rock'n'Roll-Juveniles,First round,1,57,sm,1.46,2.3,0.6347826086956522,"[0.0, -2.0, 0.0, 0.0, -4.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,1,57,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,156,Rock'n'Roll-Juveniles,First round,2,7,DF,2.3,2.3,1.0,"[11.25, 12.5, 10.0, 5.0, 10.0, 7.5, 10.0]"
,156,Rock'n'Roll-Juveniles,First round,2,7,CO,0.93,2.0,0.465,"[7.0, 8.0, 8.0, 6.0, 6.0, 6.0, 8.0]"
,156,Rock'n'Roll-Juveniles,First round,2,7,FM,1.9,2.0,0.95,"[7.5, 6.5, 8.5, 7.5, 2.5, 5.0, 7.5]"
yes,156,Rock'n'Roll-Juveniles,First round,2,7,FW,18.98,14.4,1.3180555555555555,"[-25.0, -35.0, -15.0, -50.0, -75.0, -50.0, -25.0]"
,156,Rock'n'Roll-Juveniles,First round,2,7,sm,0.7,2.3,0.30434782608695654,"[0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,2,7,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,2,182,DF,1.6,2.3,0.6956521739130436,"[12.5, 15.0, 12.5, 12.5, 15.0, 12.5, 10.0]"
,156,Rock'n'Roll-Juveniles,First round,2,182,CO,1.59,2.0,0.795,"[12.0, 8.0, 8.0, 8.0, 11.0, 11.0, 9.0]"
,156,Rock'n'Roll-Juveniles,First round,2,182,FM,1.53,2.0,0.765,"[8.5, 7.5, 8.5, 5.0, 5.0, 5.0, 7.5]"
,156,Rock'n'Roll-Juveniles,First round,2,182,FW,6.39,14.4,0.44375,"[-15.0, -25.0, -15.0, -25.0, -25.0, -35.0, -25.0]"
,156,Rock'n'Roll-Juveniles,First round,2,182,sm,0.9,2.3,0.391304347826087,"[0.0, 0.0, 0.0, 0.0, -2.0, -2.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,2,182,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,3,235,DF,1.87,2.3,0.8130434782608696,"[16.25, 13.75, 12.5, 16.25, 16.25, 18.75, 16.25]"
yes,156,Rock'n'Roll-Juveniles,First round,3,235,CO,2.19,2.0,1.095,"[13.0, 8.0, 9.0, 8.0, 11.0, 13.0, 13.0]"
,156,Rock'n'Roll-Juveniles,First round,3,235,FM,1.1,2.0,0.55,"[9.5, 8.5, 9.0, 10.0, 6.5, 7.5, 8.5]"
,156,Rock'n'Roll-Juveniles,First round,3,235,FW,7.49,14.4,0.5201388888888889,"[-10.0, -15.0, -25.0, -5.0, -25.0, -25.0, -15.0]"
,156,Rock'n'Roll-Juveniles,First round,3,235,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,3,235,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,3,193,DF,2.2,2.3,0.9565217391304349,"[11.25, 12.5, 10.0, 8.75, 8.75, 5.0, 8.75]"
,156,Rock'n'Roll-Juveniles,First round,3,193,CO,1.96,2.0,0.98,"[9.0, 9.0, 8.0, 6.0, 7.0, 3.0, 6.0]"
,156,Rock'n'Roll-Juveniles,First round,3,193,FM,1.93,2.0,0.965,"[7.5, 6.5, 6.5, 6.5, 2.5, 2.5, 6.5]"
yes,156,Rock'n'Roll-Juveniles,First round,3,193,FW,18.98,14.4,1.3180555555555555,"[-15.0, -25.0, -25.0, -50.0, -50.0, -75.0, -35.0]"
,156,Rock'n'Roll-Juveniles,First round,3,193,sm,0.9,2.3,0.391304347826087,"[-2.0, -2.0, 0.0, 0.0, -2.0, -2.0, -2.0]"
,156,Rock'n'Roll-Juveniles,First round,3,193,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,4,27,DF,1.86,2.3,0.8086956521739131,"[12.5, 12.5, 8.75, 11.25, 11.25, 7.5, 8.75]"
,156,Rock'n'Roll-Juveniles,First round,4,27,CO,1.4,2.0,0.7,"[8.0, 9.0, 8.0, 6.0, 8.0, 5.0, 9.0]"
,156,Rock'n'Roll-Juveniles,First round,4,27,FM,1.37,2.0,0.685,"[7.5, 8.5, 6.5, 8.5, 5.0, 5.0, 7.5]"
yes,156,Rock'n'Roll-Juveniles,First round,4,27,FW,17.05,14.4,1.184027777777778,"[-25.0, -25.0, -25.0, -35.0, -75.0, -50.0, -35.0]"
,156,Rock'n'Roll-Juveniles,First round,4,27,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,First round,4,27,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,Final,1,182,DF,0.94,2.3,0.40869565217391307,"[13.75, 13.75, 12.5, 15.0, 15.0, 13.75, 12.5]"
,156,Rock'n'Roll-Juveniles,Final,1,182,CO,1.51,2.0,0.755,"[11.0, 11.0, 12.0, 10.0, 13.0, 12.0, 8.0]"
,156,Rock'n'Roll-Juveniles,Final,1,182,FM,1.04,2.0,0.52,"[8.5, 7.5, 7.5, 6.5, 6.5, 5.0, 7.5]"
,156,Rock'n'Roll-Juveniles,Final,1,182,FW,12.16,14.4,0.8444444444444444,"[-10.0, -25.0, -15.0, -25.0, -35.0, -50.0, -25.0]"
yes,156,Rock'n'Roll-Juveniles,Final,1,182,sm,3.21,2.3,1.3956521739130436,"[0.0, 0.0, 0.0, 0.0, -8.0, -6.0, 0.0]"
,156,Rock'n'Roll-Juveniles,Final,1,182,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,156,Rock'n'Roll-Juveniles,Final,2,153,DF,0.8,2.3,0.3478260869565218,"[12.5, 11.25, 10.0, 11.25, 11.25, 12.5, 11.25]"
,156,Rock'n'Roll-Juveniles,Final,2,153,CO,0.9,2.0,0.45,"[9.0, 9.0, 10.0, 9.0, 10.0, 11.0, 8.0]"
yes,156,Rock'n'Roll-Juveniles,Final,2,153,FM,2.03,2.0,1.015,"[7.5, 6.5, 6.5, 6.5, 2.5, 2.5, 7.5]"
