anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
,155,Rock'n'Roll-Beginners,Final,1,218,DF,1.18,2.3,0.5130434782608696,"[10.0, 7.5, 7.5, 7.5, 7.5, 10.0]"
,155,Rock'n'Roll-Beginners,Final,1,218,CO,1.21,2.0,0.605,"[6.0, 4.0, 6.0, 6.0, 8.0, 7.0]"
,155,Rock'n'Roll-Beginners,Final,1,218,FM,1.96,2.0,0.98,"[5.0, 9.0, 5.0, 5.0, 6.5, 2.5]"
,155,Rock'n'Roll-Beginners,Final,1,218,FW,12.72,14.4,0.8833333333333333,"[-35.0, -15.0, -35.0, -50.0, -50.0, -50.0]"
yes,155,Rock'n'Roll-Beginners,Final,1,218,sm,2.83,2.3,1.2304347826086959,"[-6.0, -8.0, 0.0, -2.0, -2.0, -6.0]"
,155,Rock'n'Roll-Beginners,Final,1,218,bm,3.73,8.0,0.46625,"[0.0, 0.0, -10.0, 0.0, 0.0, 0.0]"
,155,Rock'n'Roll-Beginners,Final,2,192,DF,2.04,2.3,0.8869565217391305,"[15.0, 8.75, 10.0, 11.25, 10.0, 12.5]"
,155,Rock'n'Roll-Beginners,Final,2,192,CO,1.26,2.0,0.63,"[9.0, 8.0, 6.0, 9.0, 9.0, 10.0]"
,155,Rock'n'Roll-Beginners,Final,2,192,FM,1.31,2.0,0.655,"[8.5, 9.0, 7.5, 6.5, 5.0, 7.5]"
,155,Rock'n'Roll-Beginners,Final,2,192,FW,10.7,14.4,0.7430555555555555,"[-15.0, -25.0, -50.0, -35.0, -35.0, -35.0]"
,155,Rock'n'Roll-Beginners,Final,2,192,sm,1.15,2.3,0.5,"[-4.0, -2.0, -2.0, -2.0, -2.0, 0.0]"
,155,Rock'n'Roll-Beginners,Final,2,192,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,155,Rock'n'Roll-Beginners,Final,3,134,DF,1.72,2.3,0.7478260869565218,"[15.0, 11.25, 10.0, 10.0, 12.5, 11.25]"
,155,Rock'n'Roll-Beginners,Final,3,134,CO,1.7,2.0,0.85,"[10.0, 6.0, 7.0, 7.0, 10.0, 10.0]"
,155,Rock'n'Roll-Beginners,Final,3,134,FM,1.1,2.0,0.55,"[7.5, 7.5, 8.5, 6.5, 6.5, 5.0]"
,155,Rock'n'Roll-Beginners,Final,3,134,FW,12.16,14.4,0.8444444444444444,"[-15.0, -25.0, -15.0, -25.0, -35.0, -50.0]"
,155,Rock'n'Roll-Beginners,Final,3,134,sm,1.53,2.3,0.6652173913043479,"[0.0, -4.0, 0.0, 0.0, 0.0, -2.0]"
,155,Rock'n'Roll-Beginners,Final,3,134,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,155,Rock'n'Roll-Beginners,Final,4,239,DF,1.52,2.3,0.6608695652173914,"[10.0, 7.5, 7.5, 5.0, 7.5, 6.25]"
,155,Rock'n'Roll-Beginners,Final,4,239,CO,1.57,2.0,0.785,"[5.0, 5.0, 3.0, 4.0, 8.0, 4.0]"
,155,Rock'n'Roll-Beginners,Final,4,239,FM,1.18,2.0,0.59,"[6.5, 2.5, 5.0, 5.0, 5.0, 5.0]"
,155,Rock'n'Roll-Beginners,Final,4,239,FW,7.07,14.4,0.49097222222222225,"[-35.0, -50.0, -35.0, -50.0, -50.0, -50.0]"
,155,Rock'n'Roll-Beginners,Final,4,239,sm,1.37,2.3,0.5956521739130436,"[-4.0, -6.0, -4.0, -2.0, -6.0, -4.0]"
