rt_id,Judge,Type,Category,Round,Heat,Stn,stanica,FW,FM,DF,CO,sm,bm,turnir,krit,val1,val2,val3,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,Acro 7,Acro 8
1738,A,,Rock'n'Roll-Kids,Final,1,66,1,-25,5,8.75,8,0,0,152,DF,1.5,1,1,0,0,0,0,0,0,-1,-1
1738,A,,Rock'n'Roll-Kids,Final,1,66,1,-25,5,8.75,8,0,0,152,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1738,A,,Rock'n'Roll-Kids,Final,2,6,1,-75,2.5,5,3,-10,0,152,CO,0.5,0.5,0.5,0,0,0,0,0,0,-1,-1
1738,A,,Rock'n'Roll-Kids,Final,2,6,1,-75,2.5,5,3,-10,0,152,DF,0.5,0.5,1,0,0,0,0,0,0,-1,-1
1738,B,,Rock'n'Roll-Kids,Final,1,66,2,-15,7.5,12.5,7,0,0,152,CO,1.5,1,1,0,0,0,0,0,0,-1,-1
1738,B,,Rock'n'Roll-Kids,Final,1,66,2,-15,7.5,12.5,7,0,0,152,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1738,B,,Rock'n'Roll-Kids,Final,2,6,2,-50,2.5,5,3,0,-10,152,CO,0.5,0.5,0.5,0,0,0,0,0,0,-1,-1
1738,B,,Rock'n'Roll-Kids,Final,2,6,2,-50,2.5,5,3,0,-10,152,DF,0.5,0.5,1,0,0,0,0,0,0,-1,-1
1738,E,,Rock'n'Roll-Kids,Final,1,66,3,-50,5,8.75,7,0,0,152,CO,1,1.5,1,0,0,0,0,0,0,-1,-1
1738,E,,Rock'n'Roll-Kids,Final,1,66,3,-50,5,8.75,7,0,0,152,DF,1,1,1.5,0,0,0,0,0,0,-1,-1
1738,E,,Rock'n'Roll-Kids,Final,2,6,3,-50,2.5,6.25,3,-10,0,152,CO,0.5,0.5,0.5,0,0,0,0,0,0,-1,-1
1738,E,,Rock'n'Roll-Kids,Final,2,6,3,-50,2.5,6.25,3,-10,0,152,DF,0.5,1,1,0,0,0,0,0,0,-1,-1
1738,G,,Rock'n'Roll-Kids,Final,1,66,4,-50,2.5,6.25,4,0,0,152,DF,0.5,1,1,0,0,0,0,0,0,-1,-1
1738,G,,Rock'n'Roll-Kids,Final,1,66,4,-50,2.5,6.25,4,0,0,152,CO,0.5,1,0.5,0,0,0,0,0,0,-1,-1
1738,G,,Rock'n'Roll-Kids,Final,2,6,4,-75,0,2.5,2,-8,0,152,CO,0,0.5,0.5,0,0,0,0,0,0,-1,-1
1738,G,,Rock'n'Roll-Kids,Final,2,6,4,-75,0,2.5,2,-8,0,152,DF,0,0.5,0.5,0,0,0,0,0,0,-1,-1
1738,H,,Rock'n'Roll-Kids,Final,1,66,5,-25,6.5,10,8,0,0,152,CO,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1738,H,,Rock'n'Roll-Kids,Final,1,66,5,-25,6.5,10,8,0,0,152,DF,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1738,H,,Rock'n'Roll-Kids,Final,2,6,5,-75,2.5,5,7,-10,0,152,CO,0.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1738,H,,Rock'n'Roll-Kids,Final,2,6,5,-75,2.5,5,7,-10,0,152,DF,0.5,0.5,1,0,0,0,0,0,0,-1,-1
1738,I,,Rock'n'Roll-Kids,Final,1,66,6,-50,2.5,8.75,8,0,0,152,CO,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1738,I,,Rock'n'Roll-Kids,Final,1,66,6,-50,2.5,8.75,8,0,0,152,DF,1,1.5,1,0,0,0,0,0,0,-1,-1
1738,I,,Rock'n'Roll-Kids,Final,2,6,6,-75,2.5,5,5,-10,0,152,CO,0.5,1,1,0,0,0,0,0,0,-1,-1
1738,I,,Rock'n'Roll-Kids,Final,2,6,6,-75,2.5,5,5,-10,0,152,DF,1,0.5,0.5,0,0,0,0,0,0,-1,-1
1739,A,,Rock'n'Roll-Small Formation Juniors,Final,1,133,1,-25,5,6,5.25,-2,0,152,CO,1,1.5,1,0,0,0,0,0,0,-1,-1
1739,A,,Rock'n'Roll-Small Formation Juniors,Final,1,133,1,-25,5,6,5.25,-2,0,152,DF,1,1,1,0,0,0,0,0,0,-1,-1
1739,A,,Rock'n'Roll-Small Formation Juniors,Final,1,133,1,-25,5,6,5.25,-2,0,152,FM,0.5,1,1,0,0,0,0,0,0,-1,-1
1739,A,,Rock'n'Roll-Small Formation Juniors,Final,2,151,1,-25,9,9,6.75,-2,0,152,CO,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1739,A,,Rock'n'Roll-Small Formation Juniors,Final,2,151,1,-25,9,9,6.75,-2,0,152,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1739,A,,Rock'n'Roll-Small Formation Juniors,Final,2,151,1,-25,9,9,6.75,-2,0,152,FM,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1739,A,,Rock'n'Roll-Small Formation Juniors,Final,3,102,1,-35,9,9,7.5,0,0,152,CO,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1739,A,,Rock'n'Roll-Small Formation Juniors,Final,3,102,1,-35,9,9,7.5,0,0,152,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
