rt_id,Judge,tip,Category,Round,Heat,Stn,stanica,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,bm,turnir
1599,H,A,Boogie-Woogie-Juniors,Final,1,150,2,0,0,0,0,0,0,0,145
1599,H,A,Boogie-Woogie-Juniors,Final,2,250,2,0,0,0,0,0,0,0,145
1599,H,A,Boogie-Woogie-Juniors,Final,3,386,2,0,0,0,0,0,0,0,145
1599,H,A,Boogie-Woogie-Juniors,Final,4,193,2,0,0,0,0,0,0,0,145
1599,I,A,Boogie-Woogie-Juniors,Final,1,150,3,0,0,0,0,0,0,0,145
1599,I,A,Boogie-Woogie-Juniors,Final,2,250,3,0,0,0,0,0,0,0,145
1599,I,A,Boogie-Woogie-Juniors,Final,3,386,3,0,0,0,0,0,0,0,145
1599,I,A,Boogie-Woogie-Juniors,Final,4,193,3,0,0,0,0,0,0,0,145
1599,K,A,Boogie-Woogie-Juniors,Final,1,150,5,0,0,0,0,0,0,0,145
1599,K,A,Boogie-Woogie-Juniors,Final,2,250,5,0,0,0,0,0,0,0,145
1599,K,A,Boogie-Woogie-Juniors,Final,3,386,5,0,0,0,0,0,0,0,145
1599,K,A,Boogie-Woogie-Juniors,Final,4,193,5,0,0,0,0,0,0,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,1,224,4,-10,-5,-10,-10,-10,-1,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,1,317,4,-15,-10,-15,-10,-15,-1,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,2,71,4,-10,-15,-15,-15,-5,-1,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,2,283,4,-5,-10,-10,-15,-5,-1,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,3,300,4,0,-10,-10,-15,-10,-1,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,3,172,4,-25,-10,-35,-10,-15,-1,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,4,362,4,0,-5,-5,0,-10,-1,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,4,181,4,-10,-35,-10,-25,-25,-1,0,145
1602,D,A,Rock'n'Roll-Main Class Contact Style,First round,5,363,4,0,-10,-5,-5,-5,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,1,317,6,-50,-25,-50,-35,-50,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,1,224,6,-10,-10,-35,-25,-15,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,2,71,6,-35,-5,-10,-35,-25,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,2,283,6,-5,-15,-25,-35,-15,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,3,300,6,-15,-35,-10,-15,-15,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,3,172,6,-35,-15,-15,-25,-10,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,4,362,6,-5,-10,-15,-5,0,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,4,181,6,0,-35,-15,-35,-35,-1,0,145
1602,F,A,Rock'n'Roll-Main Class Contact Style,First round,5,363,6,0,-10,-10,0,-10,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,1,317,7,-25,-10,-50,-25,-35,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,1,224,7,-10,0,-25,-15,0,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,2,71,7,-10,-10,-5,-15,-25,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,2,283,7,-5,-10,-10,-15,-10,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,3,300,7,-5,-15,0,-35,-25,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,3,172,7,-25,-10,-10,-15,-10,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,4,362,7,0,-5,-10,-10,0,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,4,181,7,-10,-35,-35,-35,-50,-1,0,145
1602,G,A,Rock'n'Roll-Main Class Contact Style,First round,5,363,7,0,-5,0,-5,-10,-1,0,145
1605,D,A,Boogie-Woogie-Seniors,Final - slow,1,173,1,0,0,0,0,0,0,0,145
1605,D,A,Boogie-Woogie-Seniors,Final - slow,2,42,1,0,0,0,0,0,0,0,145
1605,I,A,Boogie-Woogie-Seniors,Final - slow,1,173,3,0,0,0,0,0,0,0,145
1605,I,A,Boogie-Woogie-Seniors,Final - slow,2,42,3,0,0,0,0,0,0,0,145
1605,J,A,Boogie-Woogie-Seniors,Final - slow,1,173,4,0,0,0,0,0,0,0,145
