anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
,142,Rock'n'Roll-Beginners,Final,5,214,FM,0.47,2.0,0.235,"[6.5, 6.5, 7.5, 7.5, 7.5, 7.5]"
,142,Rock'n'Roll-Beginners,Final,5,214,FW,5.0,14.4,0.3472222222222222,"[-35.0, -25.0, -35.0, -35.0, -25.0, -25.0]"
,142,Rock'n'Roll-Beginners,Final,5,214,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Beginners,Final,5,214,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Beginners,Final,6,192,DF,1.33,2.3,0.5782608695652175,"[12.5, 11.25, 8.75, 11.25, 12.5, 12.5]"
,142,Rock'n'Roll-Beginners,Final,6,192,CO,1.34,2.0,0.67,"[9.0, 8.0, 6.0, 7.0, 10.0, 9.0]"
,142,Rock'n'Roll-Beginners,Final,6,192,FM,1.1,2.0,0.55,"[6.5, 6.5, 7.5, 8.5, 7.5, 5.0]"
,142,Rock'n'Roll-Beginners,Final,6,192,FW,7.31,14.4,0.5076388888888889,"[-35.0, -35.0, -35.0, -35.0, -50.0, -25.0]"
,142,Rock'n'Roll-Beginners,Final,6,192,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Beginners,Final,6,192,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,1,135,DF,1.38,2.3,0.6,"[13.75, 15.0, 12.5, 11.25, 12.5, 15.0]"
yes,142,Rock'n'Roll-Juveniles,First round,1,135,CO,2.11,2.0,1.055,"[10.0, 9.0, 7.0, 10.0, 11.0, 14.0]"
,142,Rock'n'Roll-Juveniles,First round,1,135,FM,0.69,2.0,0.345,"[8.5, 9.0, 7.5, 7.5, 9.0, 7.5]"
,142,Rock'n'Roll-Juveniles,First round,1,135,FW,5.34,14.4,0.3708333333333333,"[-15.0, -10.0, -10.0, -15.0, -10.0, -25.0]"
,142,Rock'n'Roll-Juveniles,First round,1,135,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,1,135,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,142,Rock'n'Roll-Juveniles,First round,1,153,DF,2.83,2.3,1.2304347826086959,"[10.0, 7.5, 11.25, 8.75, 12.5, 16.25]"
,142,Rock'n'Roll-Juveniles,First round,1,153,CO,1.71,2.0,0.855,"[7.0, 7.0, 9.0, 8.0, 8.0, 12.0]"
,142,Rock'n'Roll-Juveniles,First round,1,153,FM,0.58,2.0,0.29,"[6.5, 7.5, 7.5, 7.5, 8.5, 7.5]"
,142,Rock'n'Roll-Juveniles,First round,1,153,FW,5.77,14.4,0.4006944444444444,"[-35.0, -25.0, -25.0, -25.0, -15.0, -25.0]"
,142,Rock'n'Roll-Juveniles,First round,1,153,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,1,153,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,142,Rock'n'Roll-Juveniles,First round,2,78,DF,2.5,2.3,1.0869565217391306,"[17.5, 11.25, 15.0, 13.75, 13.75, 18.75]"
,142,Rock'n'Roll-Juveniles,First round,2,78,CO,1.91,2.0,0.955,"[12.0, 8.0, 10.0, 10.0, 12.0, 14.0]"
,142,Rock'n'Roll-Juveniles,First round,2,78,FM,0.24,2.0,0.12,"[9.0, 9.0, 8.5, 8.5, 9.0, 9.0]"
yes,142,Rock'n'Roll-Juveniles,First round,2,78,FW,14.84,14.4,1.0305555555555554,"[-10.0, -10.0, -25.0, -50.0, -10.0, -10.0]"
,142,Rock'n'Roll-Juveniles,First round,2,78,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,2,78,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,2,149,DF,1.86,2.3,0.8086956521739131,"[10.0, 8.75, 13.75, 8.75, 11.25, 12.5]"
,142,Rock'n'Roll-Juveniles,First round,2,149,CO,1.25,2.0,0.625,"[8.0, 6.0, 8.0, 9.0, 9.0, 10.0]"
,142,Rock'n'Roll-Juveniles,First round,2,149,FM,0.93,2.0,0.465,"[7.5, 5.0, 7.5, 6.5, 7.5, 7.5]"
,142,Rock'n'Roll-Juveniles,First round,2,149,FW,11.79,14.4,0.8187499999999999,"[-35.0, -35.0, -10.0, -35.0, -35.0, -10.0]"
,142,Rock'n'Roll-Juveniles,First round,2,149,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,2,149,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,3,7,DF,1.68,2.3,0.7304347826086957,"[12.5, 7.5, 8.75, 10.0, 11.25, 11.25]"
,142,Rock'n'Roll-Juveniles,First round,3,7,CO,0.76,2.0,0.38,"[7.0, 7.0, 7.0, 9.0, 7.0, 8.0]"
,142,Rock'n'Roll-Juveniles,First round,3,7,FM,0.98,2.0,0.49,"[6.5, 5.0, 5.0, 7.5, 6.5, 5.0]"
,142,Rock'n'Roll-Juveniles,First round,3,7,FW,10.7,14.4,0.7430555555555555,"[-25.0, -50.0, -25.0, -15.0, -25.0, -25.0]"
,142,Rock'n'Roll-Juveniles,First round,3,7,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,3,7,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,3,182,DF,2.0,2.3,0.8695652173913044,"[13.75, 8.75, 12.5, 13.75, 10.0, 13.75]"
,142,Rock'n'Roll-Juveniles,First round,3,182,CO,1.57,2.0,0.785,"[11.0, 6.0, 9.0, 10.0, 9.0, 10.0]"
,142,Rock'n'Roll-Juveniles,First round,3,182,FM,1.95,2.0,0.975,"[7.5, 5.0, 5.0, 2.5, 6.5, 8.5]"
,142,Rock'n'Roll-Juveniles,First round,3,182,FW,7.45,14.4,0.5173611111111112,"[-15.0, -25.0, -15.0, -25.0, -35.0, -15.0]"
,142,Rock'n'Roll-Juveniles,First round,3,182,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,3,182,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,4,235,DF,1.86,2.3,0.8086956521739131,"[12.5, 11.25, 10.0, 15.0, 15.0, 13.75]"
,142,Rock'n'Roll-Juveniles,First round,4,235,CO,1.71,2.0,0.855,"[8.0, 9.0, 7.0, 12.0, 10.0, 11.0]"
,142,Rock'n'Roll-Juveniles,First round,4,235,FM,0.61,2.0,0.305,"[8.5, 7.5, 7.5, 9.0, 7.5, 8.5]"
,142,Rock'n'Roll-Juveniles,First round,4,235,FW,12.13,14.4,0.8423611111111111,"[-25.0, -10.0, -50.0, -25.0, -35.0, -25.0]"
,142,Rock'n'Roll-Juveniles,First round,4,235,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,First round,4,235,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,1,182,DF,1.91,2.3,0.8304347826086956,"[15.0, 10.0, 10.0, 13.75, 13.75, 12.5]"
,142,Rock'n'Roll-Juveniles,Final,1,182,CO,1.7,2.0,0.85,"[9.0, 6.0, 7.0, 11.0, 10.0, 9.0]"
,142,Rock'n'Roll-Juveniles,Final,1,182,FM,0.73,2.0,0.365,"[6.5, 6.5, 5.0, 6.5, 7.5, 6.5]"
,142,Rock'n'Roll-Juveniles,Final,1,182,FW,5.77,14.4,0.4006944444444444,"[-15.0, -25.0, -25.0, -25.0, -25.0, -35.0]"
,142,Rock'n'Roll-Juveniles,Final,1,182,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,1,182,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,142,Rock'n'Roll-Juveniles,Final,2,78,DF,2.64,2.3,1.1478260869565218,"[20.0, 12.5, 13.75, 15.0, 18.75, 16.25]"
yes,142,Rock'n'Roll-Juveniles,Final,2,78,CO,2.54,2.0,1.27,"[14.0, 9.0, 9.0, 12.0, 16.0, 13.0]"
,142,Rock'n'Roll-Juveniles,Final,2,78,FM,0.45,2.0,0.225,"[9.0, 8.5, 8.5, 8.5, 7.5, 8.5]"
,142,Rock'n'Roll-Juveniles,Final,2,78,FW,10.67,14.4,0.7409722222222223,"[-10.0, -10.0, -35.0, -35.0, -25.0, -15.0]"
,142,Rock'n'Roll-Juveniles,Final,2,78,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,2,78,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,3,149,DF,1.73,2.3,0.7521739130434784,"[15.0, 10.0, 12.5, 13.75, 12.5, 15.0]"
yes,142,Rock'n'Roll-Juveniles,Final,3,149,CO,2.13,2.0,1.065,"[7.0, 7.0, 9.0, 12.0, 12.0, 11.0]"
,142,Rock'n'Roll-Juveniles,Final,3,149,FM,0.9,2.0,0.45,"[7.5, 5.0, 6.5, 6.5, 5.0, 6.5]"
,142,Rock'n'Roll-Juveniles,Final,3,149,FW,8.16,14.4,0.5666666666666667,"[-35.0, -15.0, -25.0, -25.0, -35.0, -15.0]"
,142,Rock'n'Roll-Juveniles,Final,3,149,sm,1.8,2.3,0.782608695652174,"[-6.0, 0.0, -2.0, -2.0, -2.0, -2.0]"
,142,Rock'n'Roll-Juveniles,Final,3,149,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,4,235,DF,2.13,2.3,0.9260869565217391,"[16.25, 11.25, 10.0, 13.75, 12.5, 15.0]"
,142,Rock'n'Roll-Juveniles,Final,4,235,CO,1.5,2.0,0.75,"[12.0, 8.0, 9.0, 11.0, 11.0, 12.0]"
,142,Rock'n'Roll-Juveniles,Final,4,235,FM,0.96,2.0,0.48,"[8.5, 7.5, 7.5, 9.5, 6.5, 8.5]"
,142,Rock'n'Roll-Juveniles,Final,4,235,FW,13.12,14.4,0.911111111111111,"[-10.0, -15.0, -50.0, -25.0, -35.0, -25.0]"
,142,Rock'n'Roll-Juveniles,Final,4,235,sm,0.75,2.3,0.32608695652173914,"[0.0, 0.0, -2.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,4,235,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,5,135,DF,1.12,2.3,0.4869565217391305,"[11.25, 11.25, 8.75, 12.5, 11.25, 11.25]"
,142,Rock'n'Roll-Juveniles,Final,5,135,CO,1.34,2.0,0.67,"[8.0, 9.0, 7.0, 10.0, 11.0, 10.0]"
,142,Rock'n'Roll-Juveniles,Final,5,135,FM,0.76,2.0,0.38,"[6.5, 8.5, 6.5, 6.5, 6.5, 7.5]"
,142,Rock'n'Roll-Juveniles,Final,5,135,FW,8.04,14.4,0.5583333333333332,"[-35.0, -10.0, -25.0, -15.0, -25.0, -25.0]"
,142,Rock'n'Roll-Juveniles,Final,5,135,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,5,135,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,6,153,DF,2.0,2.3,0.8695652173913044,"[12.5, 8.75, 7.5, 6.25, 10.0, 10.0]"
,142,Rock'n'Roll-Juveniles,Final,6,153,CO,1.46,2.0,0.73,"[8.0, 6.0, 6.0, 8.0, 10.0, 9.0]"
,142,Rock'n'Roll-Juveniles,Final,6,153,FM,1.1,2.0,0.55,"[6.5, 8.5, 6.5, 5.0, 7.5, 7.5]"
,142,Rock'n'Roll-Juveniles,Final,6,153,FW,9.01,14.4,0.6256944444444444,"[-35.0, -25.0, -35.0, -50.0, -25.0, -25.0]"
,142,Rock'n'Roll-Juveniles,Final,6,153,sm,0.75,2.3,0.32608695652173914,"[0.0, 0.0, 0.0, -2.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juveniles,Final,6,153,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juniors,First round,1,114,DF,1.63,2.3,0.7086956521739131,"[5.0, 5.0, 4.0, 6.0, 7.0, 9.0]"
,142,Rock'n'Roll-Juniors,First round,1,114,CO,1.73,2.0,0.865,"[6.0, 4.0, 4.0, 7.0, 6.0, 9.0]"
,142,Rock'n'Roll-Juniors,First round,1,114,FM,1.46,2.0,0.73,"[2.5, 5.0, 5.0, 6.5, 2.5, 5.0]"
yes,142,Rock'n'Roll-Juniors,First round,1,114,FW,14.55,14.4,1.0104166666666667,"[-50.0, -75.0, -50.0, -50.0, -75.0, -35.0]"
,142,Rock'n'Roll-Juniors,First round,1,114,sm,0.94,2.3,0.40869565217391307,"[-2.0, -2.0, -2.0, 0.0, -2.0, 0.0]"
,142,Rock'n'Roll-Juniors,First round,1,114,bm,3.73,8.0,0.46625,"[-10.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juniors,First round,1,491,DF,1.6,2.3,0.6956521739130436,"[16.0, 14.0, 14.0, 12.0, 11.0, 13.0]"
,142,Rock'n'Roll-Juniors,First round,1,491,CO,0.69,2.0,0.345,"[13.0, 12.0, 12.0, 12.0, 11.0, 13.0]"
,142,Rock'n'Roll-Juniors,First round,1,491,FM,0.24,2.0,0.12,"[9.0, 9.0, 9.5, 9.5, 9.0, 9.0]"
,142,Rock'n'Roll-Juniors,First round,1,491,FW,2.36,14.4,0.1638888888888889,"[-5.0, -10.0, -5.0, -10.0, -10.0, -10.0]"
,142,Rock'n'Roll-Juniors,First round,1,491,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juniors,First round,1,491,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juniors,First round,2,118,DF,0.94,2.3,0.40869565217391307,"[10.0, 9.0, 7.0, 9.0, 9.0, 8.0]"
,142,Rock'n'Roll-Juniors,First round,2,118,CO,1.26,2.0,0.63,"[8.0, 9.0, 6.0, 10.0, 9.0, 9.0]"
,142,Rock'n'Roll-Juniors,First round,2,118,FM,0.9,2.0,0.45,"[7.5, 8.5, 6.5, 6.5, 8.5, 6.5]"
,142,Rock'n'Roll-Juniors,First round,2,118,FW,6.87,14.4,0.4770833333333333,"[-25.0, -15.0, -25.0, -35.0, -15.0, -25.0]"
,142,Rock'n'Roll-Juniors,First round,2,118,sm,1.0,2.3,0.4347826086956522,"[-2.0, 0.0, 0.0, -2.0, 0.0, -2.0]"
,142,Rock'n'Roll-Juniors,First round,2,118,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juniors,First round,2,494,DF,0.5,2.3,0.2173913043478261,"[12.0, 13.0, 13.0, 12.0, 13.0, 12.0]"
,142,Rock'n'Roll-Juniors,First round,2,494,CO,1.63,2.0,0.815,"[10.0, 11.0, 12.0, 11.0, 15.0, 13.0]"
,142,Rock'n'Roll-Juniors,First round,2,494,FM,0.48,2.0,0.24,"[8.5, 9.0, 10.0, 9.5, 9.5, 9.0]"
,142,Rock'n'Roll-Juniors,First round,2,494,FW,2.89,14.4,0.20069444444444445,"[-10.0, -10.0, -10.0, -15.0, -5.0, -10.0]"
,142,Rock'n'Roll-Juniors,First round,2,494,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juniors,First round,2,494,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,142,Rock'n'Roll-Juniors,First round,3,197,DF,1.5,2.3,0.6521739130434783,"[5.0, 6.0, 5.0, 3.0, 8.0, 6.0]"
,142,Rock'n'Roll-Juniors,First round,3,197,CO,1.07,2.0,0.535,"[7.0, 6.0, 4.0, 5.0, 7.0, 6.0]"
,142,Rock'n'Roll-Juniors,First round,3,197,FM,1.46,2.0,0.73,"[5.0, 6.5, 2.5, 2.5, 5.0, 5.0]"
