anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
yes,148,Rock'n'Roll-Beginners,Final,4,57,FW,12.25,12.0,1.0208333333333333,"[-25.0, -25.0, -35.0, -35.0, -10.0, -50.0]"
,148,Rock'n'Roll-Beginners,Final,4,57,sm,0.75,2.3,0.32608695652173914,"[-2.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Beginners,Final,4,57,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Beginners,Final,5,27,DF,1.38,2.0,0.69,"[11.25, 11.25, 11.25, 7.5, 11.25, 10.0]"
,148,Rock'n'Roll-Beginners,Final,5,27,CO,1.34,2.0,0.67,"[8.0, 9.0, 10.0, 7.0, 10.0, 11.0]"
,148,Rock'n'Roll-Beginners,Final,5,27,FM,1.07,2.0,0.535,"[7.5, 5.0, 6.5, 6.5, 8.5, 6.5]"
,148,Rock'n'Roll-Beginners,Final,5,27,FW,11.33,12.0,0.9441666666666667,"[-25.0, -35.0, -50.0, -50.0, -25.0, -50.0]"
,148,Rock'n'Roll-Beginners,Final,5,27,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Beginners,Final,5,27,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Beginners,Final,6,193,DF,1.57,2.0,0.785,"[12.5, 12.5, 13.75, 11.25, 16.25, 12.5]"
,148,Rock'n'Roll-Beginners,Final,6,193,CO,1.67,2.0,0.835,"[9.0, 11.0, 9.0, 9.0, 13.0, 8.0]"
,148,Rock'n'Roll-Beginners,Final,6,193,FM,1.4,2.0,0.7,"[6.5, 7.5, 5.0, 6.5, 9.0, 5.0]"
yes,148,Rock'n'Roll-Beginners,Final,6,193,FW,13.97,12.0,1.1641666666666668,"[-35.0, -25.0, -35.0, -50.0, -10.0, -50.0]"
,148,Rock'n'Roll-Beginners,Final,6,193,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Beginners,Final,6,193,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,148,Rock'n'Roll-Juveniles,Final,1,149,DF,2.21,2.0,1.105,"[13.75, 12.5, 13.75, 10.0, 15.0, 8.75]"
,148,Rock'n'Roll-Juveniles,Final,1,149,CO,0.94,2.0,0.47,"[9.0, 8.0, 11.0, 10.0, 10.0, 10.0]"
,148,Rock'n'Roll-Juveniles,Final,1,149,FM,0.8,2.0,0.4,"[7.5, 6.5, 8.5, 7.5, 9.0, 7.5]"
,148,Rock'n'Roll-Juveniles,Final,1,149,FW,10.7,12.0,0.8916666666666666,"[-25.0, -25.0, -25.0, -50.0, -15.0, -25.0]"
,148,Rock'n'Roll-Juveniles,Final,1,149,sm,0.94,2.3,0.40869565217391307,"[-2.0, -2.0, 0.0, 0.0, -2.0, -2.0]"
,148,Rock'n'Roll-Juveniles,Final,1,149,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juveniles,Final,2,182,DF,1.38,2.0,0.69,"[11.25, 15.0, 13.75, 12.5, 13.75, 11.25]"
,148,Rock'n'Roll-Juveniles,Final,2,182,CO,1.57,2.0,0.785,"[9.0, 12.0, 10.0, 13.0, 13.0, 10.0]"
,148,Rock'n'Roll-Juveniles,Final,2,182,FM,0.47,2.0,0.235,"[6.5, 7.5, 7.5, 6.5, 7.5, 7.5]"
,148,Rock'n'Roll-Juveniles,Final,2,182,FW,4.71,12.0,0.3925,"[-25.0, -15.0, -25.0, -25.0, -15.0, -25.0]"
,148,Rock'n'Roll-Juveniles,Final,2,182,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juveniles,Final,2,182,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juveniles,Final,3,7,DF,1.68,2.0,0.84,"[10.0, 11.25, 11.25, 8.75, 12.5, 7.5]"
,148,Rock'n'Roll-Juveniles,Final,3,7,CO,1.49,2.0,0.745,"[6.0, 10.0, 9.0, 8.0, 10.0, 7.0]"
,148,Rock'n'Roll-Juveniles,Final,3,7,FM,0.76,2.0,0.38,"[6.5, 7.5, 6.5, 6.5, 6.5, 8.5]"
,148,Rock'n'Roll-Juveniles,Final,3,7,FW,10.27,12.0,0.8558333333333333,"[-35.0, -25.0, -35.0, -50.0, -25.0, -50.0]"
,148,Rock'n'Roll-Juveniles,Final,3,7,sm,0.94,2.3,0.40869565217391307,"[-2.0, 0.0, -2.0, -2.0, 0.0, -2.0]"
,148,Rock'n'Roll-Juveniles,Final,3,7,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juveniles,Final,4,153,DF,1.57,2.0,0.785,"[10.0, 12.5, 11.25, 11.25, 11.25, 7.5]"
,148,Rock'n'Roll-Juveniles,Final,4,153,CO,1.57,2.0,0.785,"[9.0, 12.0, 9.0, 10.0, 8.0, 7.0]"
,148,Rock'n'Roll-Juveniles,Final,4,153,FM,0.5,2.0,0.25,"[7.5, 6.5, 7.5, 7.5, 6.5, 6.5]"
,148,Rock'n'Roll-Juveniles,Final,4,153,FW,10.27,12.0,0.8558333333333333,"[-35.0, -35.0, -25.0, -50.0, -25.0, -50.0]"
,148,Rock'n'Roll-Juveniles,Final,4,153,sm,0.75,2.3,0.32608695652173914,"[0.0, 0.0, 0.0, 0.0, 0.0, -2.0]"
,148,Rock'n'Roll-Juveniles,Final,4,153,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juveniles,Final,5,78,DF,1.68,2.0,0.84,"[15.0, 18.75, 16.25, 17.5, 17.5, 13.75]"
yes,148,Rock'n'Roll-Juveniles,Final,5,78,CO,2.29,2.0,1.145,"[10.0, 14.0, 10.0, 13.0, 14.0, 8.0]"
,148,Rock'n'Roll-Juveniles,Final,5,78,FM,0.37,2.0,0.185,"[8.5, 9.0, 8.5, 9.5, 9.0, 8.5]"
,148,Rock'n'Roll-Juveniles,Final,5,78,FW,8.37,12.0,0.6974999999999999,"[-15.0, -15.0, -25.0, -35.0, -10.0, -25.0]"
,148,Rock'n'Roll-Juveniles,Final,5,78,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juveniles,Final,5,78,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,148,Rock'n'Roll-Juniors,Final,1,491,DF,2.13,2.0,1.065,"[13.0, 16.0, 12.0, 16.0, 13.0, 10.0]"
,148,Rock'n'Roll-Juniors,Final,1,491,CO,1.77,2.0,0.885,"[13.0, 14.0, 11.0, 16.0, 12.0, 11.0]"
,148,Rock'n'Roll-Juniors,Final,1,491,FM,0.25,2.0,0.125,"[9.5, 9.5, 9.0, 9.5, 9.0, 9.0]"
,148,Rock'n'Roll-Juniors,Final,1,491,FW,2.5,12.0,0.20833333333333334,"[-5.0, -5.0, -10.0, -5.0, -10.0, -10.0]"
,148,Rock'n'Roll-Juniors,Final,1,491,sm,0.75,2.3,0.32608695652173914,"[0.0, -2.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,1,491,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,2,118,DF,0.75,2.0,0.375,"[9.0, 9.0, 11.0, 9.0, 10.0, 10.0]"
,148,Rock'n'Roll-Juniors,Final,2,118,CO,1.0,2.0,0.5,"[10.0, 8.0, 10.0, 11.0, 10.0, 11.0]"
,148,Rock'n'Roll-Juniors,Final,2,118,FM,0.47,2.0,0.235,"[7.5, 7.5, 7.5, 6.5, 6.5, 7.5]"
yes,148,Rock'n'Roll-Juniors,Final,2,118,FW,13.04,12.0,1.0866666666666667,"[-15.0, -25.0, -35.0, -50.0, -15.0, -15.0]"
,148,Rock'n'Roll-Juniors,Final,2,118,sm,0.75,2.3,0.32608695652173914,"[0.0, -2.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,2,118,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,3,119,DF,1.25,2.0,0.625,"[8.0, 7.0, 9.0, 5.0, 8.0, 7.0]"
,148,Rock'n'Roll-Juniors,Final,3,119,CO,1.37,2.0,0.685,"[7.0, 9.0, 9.0, 6.0, 9.0, 6.0]"
,148,Rock'n'Roll-Juniors,Final,3,119,FM,1.18,2.0,0.59,"[5.0, 5.0, 6.5, 5.0, 5.0, 2.5]"
,148,Rock'n'Roll-Juniors,Final,3,119,FW,4.71,12.0,0.3925,"[-25.0, -35.0, -35.0, -25.0, -35.0, -35.0]"
,148,Rock'n'Roll-Juniors,Final,3,119,sm,1.49,2.3,0.6478260869565218,"[0.0, -4.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,3,119,bm,3.73,8.0,0.46625,"[0.0, -10.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,4,494,DF,1.67,2.0,0.835,"[13.0, 13.0, 12.0, 17.0, 15.0, 13.0]"
,148,Rock'n'Roll-Juniors,Final,4,494,CO,1.6,2.0,0.8,"[13.0, 12.0, 10.0, 15.0, 14.0, 12.0]"
,148,Rock'n'Roll-Juniors,Final,4,494,FM,0.69,2.0,0.345,"[9.5, 9.0, 7.5, 9.5, 9.0, 8.5]"
,148,Rock'n'Roll-Juniors,Final,4,494,FW,6.92,12.0,0.5766666666666667,"[-5.0, -15.0, -25.0, -10.0, -5.0, -15.0]"
,148,Rock'n'Roll-Juniors,Final,4,494,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,4,494,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,5,60,DF,0.69,2.0,0.345,"[9.0, 10.0, 10.0, 11.0, 11.0, 10.0]"
,148,Rock'n'Roll-Juniors,Final,5,60,CO,1.5,2.0,0.75,"[9.0, 9.0, 10.0, 12.0, 13.0, 10.0]"
,148,Rock'n'Roll-Juniors,Final,5,60,FM,0.37,2.0,0.185,"[7.5, 7.5, 6.5, 7.5, 7.5, 7.5]"
,148,Rock'n'Roll-Juniors,Final,5,60,FW,8.98,12.0,0.7483333333333334,"[-35.0, -15.0, -35.0, -15.0, -15.0, -25.0]"
,148,Rock'n'Roll-Juniors,Final,5,60,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,5,60,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Juniors,Final,6,150,DF,0.75,2.0,0.375,"[7.0, 8.0, 8.0, 6.0, 8.0, 7.0]"
,148,Rock'n'Roll-Juniors,Final,6,150,CO,1.86,2.0,0.93,"[7.0, 9.0, 9.0, 5.0, 8.0, 11.0]"
,148,Rock'n'Roll-Juniors,Final,6,150,FM,1.43,2.0,0.715,"[5.0, 6.5, 6.5, 5.0, 2.5, 6.5]"
,148,Rock'n'Roll-Juniors,Final,6,150,FW,11.79,12.0,0.9824999999999999,"[-35.0, -35.0, -35.0, -50.0, -15.0, -50.0]"
,148,Rock'n'Roll-Juniors,Final,6,150,sm,1.37,2.3,0.5956521739130436,"[-4.0, -2.0, -4.0, -2.0, -4.0, -6.0]"
,148,Rock'n'Roll-Juniors,Final,6,150,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,1,151,DF,1.02,2.0,0.51,"[8.0, 9.0, 6.0, 8.0, 7.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,1,151,CO,0.3,2.0,0.15,"[6.0, 6.0, 6.75, 6.0, 6.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,1,151,FM,1.17,2.0,0.585,"[7.0, 8.0, 6.0, 9.0, 6.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,1,151,FW,7.35,12.0,0.6124999999999999,"[-35.0, -35.0, -50.0, -35.0, -50.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,1,151,sm,1.5,2.3,0.6521739130434783,"[0.0, -4.0, -2.0, -2.0, -4.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,1,151,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,2,158,DF,0.49,2.0,0.245,"[7.0, 7.0, 8.0, 8.0, 7.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,2,158,CO,0.47,2.0,0.235,"[6.0, 5.25, 6.0, 6.0, 6.75]"
,148,Rock'n'Roll-Small Formation Juniors,Final,2,158,FM,1.33,2.0,0.665,"[7.0, 6.0, 6.0, 8.0, 4.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,2,158,FW,8.0,12.0,0.6666666666666666,"[-25.0, -35.0, -35.0, -35.0, -50.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,2,158,sm,1.79,2.3,0.7782608695652175,"[-2.0, -4.0, 0.0, 0.0, -4.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,2,158,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,3,229,DF,1.94,2.0,0.97,"[7.0, 8.0, 7.0, 10.0, 4.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,3,229,CO,0.6,2.0,0.3,"[4.5, 6.0, 6.0, 5.25, 6.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,3,229,FM,1.36,2.0,0.68,"[6.0, 6.0, 7.0, 9.0, 5.0]"
yes,148,Rock'n'Roll-Small Formation Juniors,Final,3,229,FW,20.4,12.0,1.7,"[-25.0, -35.0, -35.0, -15.0, -75.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,3,229,sm,1.6,2.3,0.6956521739130436,"[-2.0, -4.0, -4.0, 0.0, -4.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,3,229,bm,4.0,8.0,0.5,"[0.0, 0.0, 0.0, 0.0, -10.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,4,133,DF,1.5,2.0,0.75,"[8.0, 8.0, 6.0, 7.0, 4.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,4,133,CO,0.9,2.0,0.45,"[6.0, 3.75, 6.0, 6.0, 6.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,4,133,FM,0.8,2.0,0.4,"[8.0, 6.0, 6.0, 6.0, 6.0]"
yes,148,Rock'n'Roll-Small Formation Juniors,Final,4,133,FW,17.44,12.0,1.4533333333333334,"[-35.0, -35.0, -35.0, -25.0, -75.0]"
yes,148,Rock'n'Roll-Small Formation Juniors,Final,4,133,sm,3.44,2.3,1.4956521739130435,"[-10.0, -6.0, -8.0, 0.0, -4.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,4,133,bm,7.48,8.0,0.935,"[0.0, -10.0, 0.0, -20.0, -10.0]"
yes,148,Rock'n'Roll-Small Formation Juniors,Final,5,115,DF,2.19,2.0,1.095,"[10.0, 8.0, 10.0, 14.0, 8.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,5,115,CO,1.02,2.0,0.51,"[8.25, 6.75, 7.5, 9.75, 7.5]"
,148,Rock'n'Roll-Small Formation Juniors,Final,5,115,FM,1.96,2.0,0.98,"[8.0, 6.0, 9.0, 12.0, 8.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,5,115,FW,6.32,12.0,0.5266666666666667,"[-25.0, -25.0, -25.0, -15.0, -35.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,5,115,sm,1.5,2.3,0.6521739130434783,"[-2.0, 0.0, -2.0, 0.0, -4.0]"
,148,Rock'n'Roll-Small Formation Juniors,Final,5,115,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Small Formation,Final,1,390,DF,1.02,2.0,0.51,"[8.0, 8.0, 9.0, 7.0, 10.0]"
,148,Rock'n'Roll-Small Formation,Final,1,390,CO,0.76,2.0,0.38,"[7.5, 6.75, 6.0, 6.75, 8.25]"
,148,Rock'n'Roll-Small Formation,Final,1,390,FM,1.36,2.0,0.68,"[8.0, 7.0, 9.0, 8.0, 11.0]"
,148,Rock'n'Roll-Small Formation,Final,1,390,FW,6.0,12.0,0.5,"[-35.0, -50.0, -35.0, -35.0, -35.0]"
,148,Rock'n'Roll-Small Formation,Final,1,390,sm,0.8,2.3,0.3478260869565218,"[0.0, -2.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Small Formation,Final,1,390,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Small Formation,Final,2,31,DF,1.17,2.0,0.585,"[12.0, 12.0, 12.0, 13.0, 15.0]"
,148,Rock'n'Roll-Small Formation,Final,2,31,CO,1.29,2.0,0.645,"[10.5, 8.25, 9.0, 9.75, 12.0]"
,148,Rock'n'Roll-Small Formation,Final,2,31,FM,0.75,2.0,0.375,"[12.0, 10.0, 11.0, 12.0, 11.0]"
,148,Rock'n'Roll-Small Formation,Final,2,31,FW,6.78,12.0,0.5650000000000001,"[-10.0, -15.0, -25.0, -25.0, -10.0]"
,148,Rock'n'Roll-Small Formation,Final,2,31,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Small Formation,Final,2,31,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation Juniors,Final,1,65,DF,1.41,2.0,0.705,"[9.0, 12.0, 11.0, 10.0, 8.0]"
,148,Rock'n'Roll-Formation Juniors,Final,1,65,CO,0.37,2.0,0.185,"[8.25, 8.25, 8.25, 7.5, 7.5]"
,148,Rock'n'Roll-Formation Juniors,Final,1,65,FM,1.26,2.0,0.63,"[9.0, 11.0, 11.0, 11.0, 8.0]"
,148,Rock'n'Roll-Formation Juniors,Final,1,65,FW,8.0,12.0,0.6666666666666666,"[-35.0, -15.0, -35.0, -25.0, -35.0]"
,148,Rock'n'Roll-Formation Juniors,Final,1,65,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation Juniors,Final,1,65,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation Juniors,Final,2,175,DF,1.72,2.0,0.86,"[8.0, 9.0, 12.0, 10.0, 7.0]"
,148,Rock'n'Roll-Formation Juniors,Final,2,175,CO,0.73,2.0,0.365,"[6.75, 6.0, 8.25, 6.75, 6.75]"
,148,Rock'n'Roll-Formation Juniors,Final,2,175,FM,1.47,2.0,0.735,"[8.0, 7.0, 11.0, 10.0, 8.0]"
,148,Rock'n'Roll-Formation Juniors,Final,2,175,FW,9.17,12.0,0.7641666666666667,"[-35.0, -25.0, -35.0, -25.0, -50.0]"
,148,Rock'n'Roll-Formation Juniors,Final,2,175,sm,1.79,2.3,0.7782608695652175,"[0.0, -4.0, 0.0, -4.0, -2.0]"
,148,Rock'n'Roll-Formation Juniors,Final,2,175,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation Juniors,Final,3,144,DF,0.8,2.0,0.4,"[11.0, 11.0, 11.0, 13.0, 11.0]"
,148,Rock'n'Roll-Formation Juniors,Final,3,144,CO,1.22,2.0,0.61,"[7.5, 6.0, 8.25, 9.75, 8.25]"
,148,Rock'n'Roll-Formation Juniors,Final,3,144,FM,1.96,2.0,0.98,"[10.0, 10.0, 12.0, 15.0, 10.0]"
,148,Rock'n'Roll-Formation Juniors,Final,3,144,FW,4.0,12.0,0.3333333333333333,"[-25.0, -25.0, -25.0, -15.0, -25.0]"
,148,Rock'n'Roll-Formation Juniors,Final,3,144,sm,0.98,2.3,0.42608695652173917,"[0.0, -2.0, -2.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation Juniors,Final,3,144,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
yes,148,Rock'n'Roll-Formation Juniors,Final,4,313,DF,2.04,2.0,1.02,"[6.0, 8.0, 10.0, 8.0, 4.0]"
,148,Rock'n'Roll-Formation Juniors,Final,4,313,CO,0.87,2.0,0.435,"[6.0, 5.25, 6.75, 6.75, 4.5]"
,148,Rock'n'Roll-Formation Juniors,Final,4,313,FM,1.9,2.0,0.95,"[7.0, 5.0, 10.0, 8.0, 5.0]"
yes,148,Rock'n'Roll-Formation Juniors,Final,4,313,FW,15.62,12.0,1.3016666666666665,"[-50.0, -35.0, -35.0, -35.0, -75.0]"
,148,Rock'n'Roll-Formation Juniors,Final,4,313,sm,0.98,2.3,0.42608695652173917,"[-2.0, -4.0, -2.0, -2.0, -4.0]"
,148,Rock'n'Roll-Formation Juniors,Final,4,313,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation,Final,1,104,DF,0.63,2.0,0.315,"[9.0, 8.0, 10.0, 9.0, 9.0]"
,148,Rock'n'Roll-Formation,Final,1,104,CO,0.76,2.0,0.38,"[7.5, 6.75, 8.25, 6.0, 6.75]"
,148,Rock'n'Roll-Formation,Final,1,104,FM,1.5,2.0,0.75,"[8.0, 8.0, 10.0, 12.0, 9.0]"
,148,Rock'n'Roll-Formation,Final,1,104,FW,4.9,12.0,0.4083333333333334,"[-25.0, -15.0, -15.0, -25.0, -25.0]"
,148,Rock'n'Roll-Formation,Final,1,104,sm,1.6,2.3,0.6956521739130436,"[0.0, 0.0, 0.0, 0.0, -4.0]"
,148,Rock'n'Roll-Formation,Final,1,104,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation,Final,2,32,DF,1.72,2.0,0.86,"[11.0, 13.0, 9.0, 10.0, 8.0]"
,148,Rock'n'Roll-Formation,Final,2,32,CO,1.68,2.0,0.84,"[8.25, 12.0, 8.25, 7.5, 7.5]"
,148,Rock'n'Roll-Formation,Final,2,32,FM,1.02,2.0,0.51,"[9.0, 11.0, 9.0, 10.0, 8.0]"
,148,Rock'n'Roll-Formation,Final,2,32,FW,4.9,12.0,0.4083333333333334,"[-25.0, -15.0, -25.0, -15.0, -15.0]"
,148,Rock'n'Roll-Formation,Final,2,32,sm,0.98,2.3,0.42608695652173917,"[0.0, -2.0, 0.0, 0.0, -2.0]"
,148,Rock'n'Roll-Formation,Final,2,32,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation,Final,3,128,DF,1.94,2.0,0.97,"[9.0, 12.0, 12.0, 13.0, 8.0]"
,148,Rock'n'Roll-Formation,Final,3,128,CO,0.6,2.0,0.3,"[8.25, 8.25, 8.25, 9.75, 8.25]"
yes,148,Rock'n'Roll-Formation,Final,3,128,FM,2.06,2.0,1.03,"[8.0, 10.0, 11.0, 14.0, 9.0]"
,148,Rock'n'Roll-Formation,Final,3,128,FW,6.32,12.0,0.5266666666666667,"[-25.0, -15.0, -35.0, -25.0, -25.0]"
,148,Rock'n'Roll-Formation,Final,3,128,sm,0.98,2.3,0.42608695652173917,"[0.0, -2.0, 0.0, 0.0, -2.0]"
,148,Rock'n'Roll-Formation,Final,3,128,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,148,Rock'n'Roll-Formation,Final,4,77,DF,0.4,2.0,0.2,"[11.0, 10.0, 10.0, 10.0, 10.0]"
,148,Rock'n'Roll-Formation,Final,4,77,CO,0.9,2.0,0.45,"[9.0, 9.0, 7.5, 6.75, 7.5]"
