anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
,143,Rock'n'Roll-Small Formation,Final,2,35,CO,0.87,2.0,0.435,"[6.0, 5.25, 5.25, 6.75, 7.5]"
,143,Rock'n'Roll-Small Formation,Final,2,35,FM,1.17,2.0,0.585,"[6.0, 6.0, 7.0, 9.0, 8.0]"
,143,Rock'n'Roll-Small Formation,Final,2,35,FW,9.17,12.0,0.7641666666666667,"[-25.0, -35.0, -50.0, -25.0, -35.0]"
,143,Rock'n'Roll-Small Formation,Final,2,35,sm,1.96,2.3,0.8521739130434783,"[-4.0, -4.0, 0.0, 0.0, 0.0]"
,143,Rock'n'Roll-Small Formation,Final,2,35,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,143,Rock'n'Roll-Small Formation,Final,3,31,DF,1.36,2.0,0.68,"[14.0, 11.0, 11.0, 14.0, 12.0]"
,143,Rock'n'Roll-Small Formation,Final,3,31,CO,1.47,2.0,0.735,"[6.75, 8.25, 6.75, 10.5, 6.75]"
,143,Rock'n'Roll-Small Formation,Final,3,31,FM,1.94,2.0,0.97,"[10.0, 12.0, 9.0, 14.0, 9.0]"
,143,Rock'n'Roll-Small Formation,Final,3,31,FW,8.94,12.0,0.745,"[-15.0, -15.0, -25.0, -10.0, -35.0]"
,143,Rock'n'Roll-Small Formation,Final,3,31,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,143,Rock'n'Roll-Small Formation,Final,3,31,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,143,Rock'n'Roll-Small Formation,Final,4,102,DF,0.75,2.0,0.375,"[11.0, 10.0, 11.0, 10.0, 12.0]"
,143,Rock'n'Roll-Small Formation,Final,4,102,CO,0.76,2.0,0.38,"[7.5, 6.75, 7.5, 9.0, 8.25]"
,143,Rock'n'Roll-Small Formation,Final,4,102,FM,1.36,2.0,0.68,"[8.0, 9.0, 10.0, 12.0, 9.0]"
,143,Rock'n'Roll-Small Formation,Final,4,102,FW,6.0,12.0,0.5,"[-15.0, -15.0, -25.0, -10.0, -25.0]"
,143,Rock'n'Roll-Small Formation,Final,4,102,sm,0.0,2.3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
,143,Rock'n'Roll-Small Formation,Final,4,102,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
