anomaly,category name,round,heat,couple,criteria,stdev,threshold,raw data
yes,Rock 'n' Roll-Beginners,First round,1,149,DF,2.1,2.0,"[8.75, 13.75, 10.0, 12.5, 10.0, 12.5, 7.5]"
,Rock 'n' Roll-Beginners,First round,1,149,CO,1.81,2.0,"[6.0, 10.0, 8.0, 9.0, 9.0, 10.0, 5.0]"
,Rock 'n' Roll-Beginners,First round,1,149,FM,0.84,1.6,"[6.5, 7.5, 6.5, 5.0, 7.5, 7.5, 6.5]"
,Rock 'n' Roll-Beginners,First round,1,149,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock 'n' Roll-Beginners,First round,1,149,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,Rock 'n' Roll-Beginners,First round,1,154,DF,2.47,2.0,"[15.0, 8.75, 10.0, 11.25, 11.25, 12.5, 16.25]"
,Rock 'n' Roll-Beginners,First round,1,154,CO,1.39,2.0,"[8.0, 7.0, 7.0, 9.0, 11.0, 10.0, 9.0]"
,Rock 'n' Roll-Beginners,First round,1,154,FM,0.73,1.6,"[8.5, 6.5, 6.5, 6.5, 7.5, 6.5, 7.5]"
,Rock 'n' Roll-Beginners,First round,1,154,sm,0.0,2.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock 'n' Roll-Beginners,First round,1,154,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,Rock 'n' Roll-Beginners,First round,2,119,DF,2.91,2.0,"[8.75, 7.5, 5.0, 10.0, 12.5, 12.5, 13.75]"
,Rock 'n' Roll-Beginners,First round,2,119,CO,1.75,2.0,"[8.0, 5.0, 7.0, 9.0, 9.0, 9.0, 11.0]"
,Rock 'n' Roll-Beginners,First round,2,119,FM,0.94,1.6,"[6.5, 5.0, 5.0, 5.0, 5.0, 5.0, 7.5]"
yes,Rock 'n' Roll-Beginners,First round,2,119,sm,4.4,2.3,"[0.0, 0.0, -10.0, -10.0, 0.0, -5.0, 0.0]"
,Rock 'n' Roll-Beginners,First round,2,119,bm,0.0,3.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,Rock 'n' Roll-Beginners,First round,2,198,DF,1.6,2.0,"[6.25, 6.25, 6.25, 8.75, 7.5, 10.0, 5.0]"
,Rock 'n' Roll-Beginners,First round,2,198,CO,1.64,2.0,"[5.0, 4.0, 4.0, 8.0, 7.0, 8.0, 5.0]"
,Rock 'n' Roll-Beginners,First round,2,198,FM,1.51,1.6,"[2.5, 5.0, 2.5, 5.0, 2.5, 5.0, 6.5]"
